"# GtoPdb Version: 2024.2 - published: 2024-06-26"
"Ligand ID","Ligand Name","Ligand Type","Ligand Species","Ligand UniProt ID","Ligand Ensembl Gene ID","Ligand Subunit ID","Ligand Subunit Name","Ligand Subunit UniProt ID","Ligand Subunit Ensembl ID","Target ID","Target Name","Target Species","Target UniProt ID","Target Ensembl Gene ID","Target Subunit ID","Target Subunit Name","Target Subunit UniProt ID","Target Subunit Ensembl ID","Rank Potency","Rank Potency Refs (PMIDs)","List Comment","Interaction Species","Interaction Parameter","Interaction Value","Interaction PubMed IDs"
"294","acetylcholine","Metabolite","","","","","","","","464","nicotinic acetylcholine receptor &alpha;3 subunit","None","P32297","ENSG00000080644","","","","","&alpha;3&beta;2: DH&beta;E (<i>K<sub>B</sub></i> = 1.6 &mu;M, IC<sub>50</sub> = 2.0 &mu;M), tubocurarine (<i>K<sub>B</sub></i> = 2.4 &mu;M); &alpha;3&beta;4: DH&beta;E (<i>K<sub>B</sub></i> = 19 &mu;M, IC<sub>50</sub> = 26 &mu;M), tubocurarine (<i>K<sub>B</sub></i> = 2.2 &mu;M)","","",,,"-",""
"294","acetylcholine","Metabolite","","","","","","","","465","nicotinic acetylcholine receptor &alpha;4 subunit","None","P43681","ENSG00000101204","","","","","&alpha;4&beta;2: DH&beta;E (<i>K<sub>B</sub></i> = 0.1 &mu;M; IC<sub>50</sub> = 0.08 - 0.9 &mu;M), tubocurarine (<i>K<sub>B</sub></i> = 3.2 &mu;M, IC<sub>50</sub> = 34 &mu;M); &alpha;4&beta;4: DH&beta;E (<i>K<sub>B</sub></i> = 0.01 &mu;M, IC<sub>50</sub> = 0.19 – 1.2 &mu;M), tubocurarine (<i>K<sub>B</sub></i> = 0.2 &mu;M, IC<sub>50</sub> = 50 &mu;M)","","",,,"-",""
"294","acetylcholine","Metabolite","","","","","","","","466","nicotinic acetylcholine receptor &alpha;5 subunit","None","P30532","ENSG00000169684","","","","","","","",,,"-",""
"294","acetylcholine","Metabolite","","","","","","","","467","nicotinic acetylcholine receptor &alpha;6 subunit","None","Q15825","ENSG00000147434","","","","","&alpha;6/&alpha;3&beta;2&beta;3 chimera: DH&beta;E (IC<sub>50</sub> = 1.1 &mu;M)","","",,,"-",""
"294","acetylcholine","Metabolite","","","","","","","","468","nicotinic acetylcholine receptor &alpha;7 subunit","None","P36544","ENSG00000175344","","","","","(&alpha;7)<sub>5</sub>: DH&beta;E (IC<sub>50</sub> = 8 - 20 &mu;M); (&alpha;7)<sub>5</sub>: tubocurarine (IC<sub>50</sub> = 3.1 &mu;M)","","",,,"-",""
"294","acetylcholine","Metabolite","","","","","","","","469","nicotinic acetylcholine receptor &alpha;9 subunit","None","Q9UGM1","ENSG00000174343","","","","","(&alpha;9)<sub>5</sub>: &alpha;-bungarotoxin > methyllycaconitine > strychnine ~ tropisetron > tubocurarine; &alpha;9&alpha;10: &alpha;-bungarotoxin > tropisetron = strychnine > tubocurarine","","",,,"-",""
"294","acetylcholine","Metabolite","","","","","","","","470","nicotinic acetylcholine receptor &alpha;10 subunit","None","Q9GZZ6","ENSG00000129749","","","","","&alpha;9&alpha;10: &alpha;-bungarotoxin > tropisetron = strychnine > tubocurarine","","",,,"-",""
"294","acetylcholine","Metabolite","","","","","","","","471","nicotinic acetylcholine receptor &beta;1 subunit","None","P11230","ENSG00000170175","","","","","","","",,,"-",""
"294","acetylcholine","Metabolite","","","","","","","","472","nicotinic acetylcholine receptor &beta;2 subunit","None","P17787","ENSG00000160716","","","","","","","",,,"-",""
"294","acetylcholine","Metabolite","","","","","","","","473","nicotinic acetylcholine receptor &beta;3 subunit","None","Q05901","ENSG00000147432","","","","","","","",,,"-",""
"294","acetylcholine","Metabolite","","","","","","","","474","nicotinic acetylcholine receptor &beta;4 subunit","None","P30926","ENSG00000117971","","","","","","","",,,"-",""
"294","acetylcholine","Metabolite","","","","","","","","475","nicotinic acetylcholine receptor &gamma; subunit","None","P07510","ENSG00000196811","","","","","","","",,,"-",""
"294","acetylcholine","Metabolite","","","","","","","","476","nicotinic acetylcholine receptor &delta; subunit","None","Q07001","ENSG00000135902","","","","","","","",,,"-",""
"294","acetylcholine","Metabolite","","","","","","","","477","nicotinic acetylcholine receptor &epsilon; subunit","None","Q04844","ENSG00000108556","","","","","","","",,,"-",""
"1713","ATP","Metabolite","","","","","","","","478","P2X1","Human","P51575","ENSG00000108405","","","","","","","","Human","pEC50","7.3","12213051"
"1713","ATP","Metabolite","","","","","","","","479","P2X2","Rat","P49653","ENSRNOG00000037456","","","","","","","","Rat","pEC50","5.8","18600475"
"1713","ATP","Metabolite","","","","","","","","480","P2X3","Human","P56373","ENSG00000109991","","","","","","","","Human","pEC50","6.5","12213051"
"1713","ATP","Metabolite","","","","","","","","481","P2X4","Human","Q99571","ENSG00000135124","","","","","","","","Human","pEC50","6.3","12213051"
"1713","ATP","Metabolite","","","","","","","","481","P2X4","Human","Q99571","ENSG00000135124","","","","","","","","Human","pEC50","5.9","10694247"
"1713","ATP","Metabolite","","","","","","","","481","P2X4","Mouse","Q9JJX6","ENSMUSG00000029470","","","","","","","","Mouse","pEC50","6.0","12213051"
"1713","ATP","Metabolite","","","","","","","","481","P2X4","Mouse","Q9JJX6","ENSMUSG00000029470","","","","","","","","Mouse","pEC50","5.6","10694247"
"1713","ATP","Metabolite","","","","","","","","482","P2X5","Rat","P51578","ENSRNOG00000019208","","","","","","","Endogenous agonist: ATP at human [...] and mouse [...] P2X5 receptors.","Rat","pEC50","6.0","12213051"
"1713","ATP","Metabolite","","","","","","","","483","P2X6","Rat","P51579","ENSRNOG00000001873","","","","","","","","Rat","pEC50","6.0","12213051"
"1713","ATP","Metabolite","","","","","","","","484","P2X7","Human","Q99572","ENSG00000089041","","","","","","","","Human","pEC50","3.1","12213051"
"1051","docosahexaenoic acid","Metabolite","","","","","","","","485","TRPA1","Rat","Q6RI86","ENSRNOG00000007354","","","","","Isothiocyanates (covalent) and 1,4-dihydropyridines (non-covalent)|4-oxo-nonenal: pEC<sub>50</sub> 5.7, H2O2 : pEC<sub>50</sub> 3.6, hypochlorite: EC<sub>50</sub> 11 ppm (human) and 7 ppm (mouse)|Cooling (<17&deg;C) (disputed)","18322093|18398506|18364033|14712238|15843607|29539642|","","Rat","pEC50","4.4","22723860"
"2448","H<sub>2</sub>O<sub>2</sub>","Inorganic","","","","","","","","485","TRPA1","Mouse","Q8BLA8","ENSMUSG00000032769","","","","","Isothiocyanates (covalent) and 1,4-dihydropyridines (non-covalent)|4-oxo-nonenal: pEC<sub>50</sub> 5.7, H2O2 : pEC<sub>50</sub> 3.6, hypochlorite: EC<sub>50</sub> 11 ppm (human) and 7 ppm (mouse)|Cooling (<17&deg;C) (disputed)","18322093|18398506|18364033|14712238|15843607|29539642|","","Mouse","pEC50","3.6","18322093|18364033"
"3048","isopentenyl diphosphate","Metabolite","","","","","","","","485","TRPA1","Mouse","Q8BLA8","ENSMUSG00000032769","","","","","Isothiocyanates (covalent) and 1,4-dihydropyridines (non-covalent)|4-oxo-nonenal: pEC<sub>50</sub> 5.7, H2O2 : pEC<sub>50</sub> 3.6, hypochlorite: EC<sub>50</sub> 11 ppm (human) and 7 ppm (mouse)|Cooling (<17&deg;C) (disputed)","18322093|18398506|18364033|14712238|15843607|29539642|","","Mouse","pIC50","5.1","20880407"
"3934","resolvin D1","Metabolite","","","","","","","","485","TRPA1","Mouse","Q8BLA8","ENSMUSG00000032769","","","","","Isothiocyanates (covalent) and 1,4-dihydropyridines (non-covalent)|4-oxo-nonenal: pEC<sub>50</sub> 5.7, H2O2 : pEC<sub>50</sub> 3.6, hypochlorite: EC<sub>50</sub> 11 ppm (human) and 7 ppm (mouse)|Cooling (<17&deg;C) (disputed)","18322093|18398506|18364033|14712238|15843607|29539642|","","Mouse","pIC50","7.2","22171045|20880407"
"5417","resolvin D2","Metabolite","","","","","","","","485","TRPA1","Mouse","Q8BLA8","ENSMUSG00000032769","","","","","Isothiocyanates (covalent) and 1,4-dihydropyridines (non-covalent)|4-oxo-nonenal: pEC<sub>50</sub> 5.7, H2O2 : pEC<sub>50</sub> 3.6, hypochlorite: EC<sub>50</sub> 11 ppm (human) and 7 ppm (mouse)|Cooling (<17&deg;C) (disputed)","18322093|18398506|18364033|14712238|15843607|29539642|","","Mouse","pIC50","8.7","22171045"
"6274","4-hydroxynonenal","Metabolite","","","","","","","","485","TRPA1","Rat","Q6RI86","ENSRNOG00000007354","","","","","Isothiocyanates (covalent) and 1,4-dihydropyridines (non-covalent)|4-oxo-nonenal: pEC<sub>50</sub> 5.7, H2O2 : pEC<sub>50</sub> 3.6, hypochlorite: EC<sub>50</sub> 11 ppm (human) and 7 ppm (mouse)|Cooling (<17&deg;C) (disputed)","18322093|18398506|18364033|14712238|15843607|29539642|","","Rat","pEC50","4.6","17684094|17942735"
"6278","NaHS","Inorganic","","","","","","","","485","TRPA1","Mouse","Q8BLA8","ENSMUSG00000032769","","","","","Isothiocyanates (covalent) and 1,4-dihydropyridines (non-covalent)|4-oxo-nonenal: pEC<sub>50</sub> 5.7, H2O2 : pEC<sub>50</sub> 3.6, hypochlorite: EC<sub>50</sub> 11 ppm (human) and 7 ppm (mouse)|Cooling (<17&deg;C) (disputed)","18322093|18398506|18364033|14712238|15843607|29539642|","","Mouse","pEC50","2.9","18031925"
"6279","prostaglandin A2","Metabolite","","","","","","","","485","TRPA1","Mouse","Q8BLA8","ENSMUSG00000032769","","","","","Isothiocyanates (covalent) and 1,4-dihydropyridines (non-covalent)|4-oxo-nonenal: pEC<sub>50</sub> 5.7, H2O2 : pEC<sub>50</sub> 3.6, hypochlorite: EC<sub>50</sub> 11 ppm (human) and 7 ppm (mouse)|Cooling (<17&deg;C) (disputed)","18322093|18398506|18364033|14712238|15843607|29539642|","","Mouse","pEC50","4.6","18687886"
"6283","4-oxo-nonenal","Metabolite","","","","","","","","485","TRPA1","Mouse","Q8BLA8","ENSMUSG00000032769","","","","","Isothiocyanates (covalent) and 1,4-dihydropyridines (non-covalent)|4-oxo-nonenal: pEC<sub>50</sub> 5.7, H2O2 : pEC<sub>50</sub> 3.6, hypochlorite: EC<sub>50</sub> 11 ppm (human) and 7 ppm (mouse)|Cooling (<17&deg;C) (disputed)","18322093|18398506|18364033|14712238|15843607|29539642|","","Mouse","pEC50","5.7","18322093"
"6303","methylglyoxal","Metabolite","","","","","","","","485","TRPA1","Human","O75762","ENSG00000104321","","","","","Isothiocyanates (covalent) and 1,4-dihydropyridines (non-covalent)|4-oxo-nonenal: pEC<sub>50</sub> 5.7, H2O2 : pEC<sub>50</sub> 3.6, hypochlorite: EC<sub>50</sub> 11 ppm (human) and 7 ppm (mouse)|Cooling (<17&deg;C) (disputed)","18322093|18398506|18364033|14712238|15843607|29539642|","","Human","pEC50","2.5 - 6.0","22701540|22740698|22133672"
"707","Ca<sup>2+</sup>","Inorganic","","","","","","","","487","TRPC2","None","","ENSG00000182048","","","","","Diacylglycerol (SAG, OAG, DOG): strongly inhibited by Ca<sup>2+</sup>/CaM once activated by DAG|DAG kinase; regulates DAG concentration in vomeronasal sensory neurons","19228965|","","None","-","-",""
"707","Ca<sup>2+</sup>","Inorganic","","","","","","","","490","TRPC5","Human","Q9UL62","ENSG00000072315","","","","","NO-mediated cysteine S-nitrosylation (disputed), potentiation by extracellular protons|Membrane stretch","","","Human","pEC50","6.2",""
"2508","lysophosphatidylcholine","Metabolite","","","","","","","","490","TRPC5","Human","Q9UL62","ENSG00000072315","","","","","NO-mediated cysteine S-nitrosylation (disputed), potentiation by extracellular protons|Membrane stretch","","","Human","-","-",""
"2391","arachidonic acid","Metabolite","","","","","","","","491","TRPC6","Human","Q9Y210","ENSG00000137672","","","","","Diacylglycerols|Membrane stretch","","","Human","-","-",""
"2508","lysophosphatidylcholine","Metabolite","","","","","","","","491","TRPC6","Human","Q9Y210","ENSG00000137672","","","","","Diacylglycerols|Membrane stretch","","","Human","-","-",""
"4103","20-HETE","Metabolite","","","","","","","","491","TRPC6","Human","Q9Y210","ENSG00000137672","","","","","Diacylglycerols|Membrane stretch","","","Human","-","-",""
"566","Zn<sup>2+</sup>","Inorganic","","","","","","","","493","TRPM1","Human","Q7Z4N2","ENSG00000134160","","","","","","","","Human","pIC50","6.0",""
"4290","pregnenolone sulphate","Metabolite","","","","","","","","493","TRPM1","Human","Q7Z4N2","ENSG00000134160","","","","","","","","Human","-","-","21278253"
"566","Zn<sup>2+</sup>","Inorganic","","","","","","","","494","TRPM2","Human","O94759","ENSG00000142185","","","","","Agents producing reactive oxygen (e.g. H<sub>2</sub>O<sub>2</sub>) and nitrogen (e.g. GEA 3162) species|Heat ~ 35&deg;C","","","Human","pIC50","6.0",""
"707","Ca<sup>2+</sup>","Inorganic","","","","","","","","494","TRPM2","Human","O94759","ENSG00000142185","","","","","Agents producing reactive oxygen (e.g. H<sub>2</sub>O<sub>2</sub>) and nitrogen (e.g. GEA 3162) species|Heat ~ 35&deg;C","","","Human","-","-",""
"2346","H<sup>+</sup>","Inorganic","","","","","","","","494","TRPM2","Human","O94759","ENSG00000142185","","","","","Agents producing reactive oxygen (e.g. H<sub>2</sub>O<sub>2</sub>) and nitrogen (e.g. GEA 3162) species|Heat ~ 35&deg;C","","","Human","-","-",""
"2387","PIP<sub>2</sub>","Metabolite","","","","","","","","494","TRPM2","Human","O94759","ENSG00000142185","","","","","Agents producing reactive oxygen (e.g. H<sub>2</sub>O<sub>2</sub>) and nitrogen (e.g. GEA 3162) species|Heat ~ 35&deg;C","","","Human","-","-","22847436"
"2391","arachidonic acid","Metabolite","","","","","","","","494","TRPM2","Human","O94759","ENSG00000142185","","","","","Agents producing reactive oxygen (e.g. H<sub>2</sub>O<sub>2</sub>) and nitrogen (e.g. GEA 3162) species|Heat ~ 35&deg;C","","","Human","-","-","11804595"
"2444","ADP ribose","Metabolite","","","","","","","","494","TRPM2","Human","O94759","ENSG00000142185","","","","","Agents producing reactive oxygen (e.g. H<sub>2</sub>O<sub>2</sub>) and nitrogen (e.g. GEA 3162) species|Heat ~ 35&deg;C","","","Human","pEC50","3.9 - 4.4","11385575"
"2445","cADPR","Metabolite","","","","","","","","494","TRPM2","Human","O94759","ENSG00000142185","","","","","Agents producing reactive oxygen (e.g. H<sub>2</sub>O<sub>2</sub>) and nitrogen (e.g. GEA 3162) species|Heat ~ 35&deg;C","","","Human","pEC50","5.0","16601673|15808509|16585058"
"2448","H<sub>2</sub>O<sub>2</sub>","Inorganic","","","","","","","","494","TRPM2","Human","O94759","ENSG00000142185","","","","","Agents producing reactive oxygen (e.g. H<sub>2</sub>O<sub>2</sub>) and nitrogen (e.g. GEA 3162) species|Heat ~ 35&deg;C","","","Human","-","-","15302683|12562896|11960981|14512294|11804595"
"2450","NAADP","Metabolite","","","","","","","","494","TRPM2","Human","O94759","ENSG00000142185","","","","","Agents producing reactive oxygen (e.g. H<sub>2</sub>O<sub>2</sub>) and nitrogen (e.g. GEA 3162) species|Heat ~ 35&deg;C","","","Human","pEC50","3.1","16585058"
"2451","NAD","Metabolite","","","","","","","","494","TRPM2","Human","O94759","ENSG00000142185","","","","","Agents producing reactive oxygen (e.g. H<sub>2</sub>O<sub>2</sub>) and nitrogen (e.g. GEA 3162) species|Heat ~ 35&deg;C","","","Human","-","-","16601673|11509734|11804595|12564954"
"708","Mg<sup>2+</sup>","Inorganic","","","","","","","","495","TRPM3","Mouse","","ENSMUSG00000052387","","","","","heat (Q<sub>10</sub> = 7.2 between 15 - 25&deg;C), hypotonic cell swelling","12672799|21555074|29305649|","","Mouse","pIC50","2.0","15824111"
"2340","Na<sup>+</sup>","Inorganic","","","","","","","","495","TRPM3","Human","Q9HCF6","ENSG00000083067","","","","","heat (Q<sub>10</sub> = 7.2 between 15 - 25&deg;C), hypotonic cell swelling","12672799|21555074|29305649|","","Human","-","-",""
"2452","sphingosine","Metabolite","","","","","","","","495","TRPM3","Human","Q9HCF6","ENSG00000083067","","","","","heat (Q<sub>10</sub> = 7.2 between 15 - 25&deg;C), hypotonic cell swelling","12672799|21555074|29305649|","","Human","pEC50","4.9","15550678"
"2453","dihydrosphingosine","Metabolite","","","","","","","","495","TRPM3","Human","Q9HCF6","ENSG00000083067","","","","","heat (Q<sub>10</sub> = 7.2 between 15 - 25&deg;C), hypotonic cell swelling","12672799|21555074|29305649|","","Human","pEC50","4.7","15550678"
"2454","NN-dimethyl-D-erythrosphingosine","Metabolite","","","","","","","","495","TRPM3","Human","Q9HCF6","ENSG00000083067","","","","","heat (Q<sub>10</sub> = 7.2 between 15 - 25&deg;C), hypotonic cell swelling","12672799|21555074|29305649|","","Human","-","-","15550678"
"4188","epipregnanolone sulphate","Metabolite","","","","","","","","495","TRPM3","Human","Q9HCF6","ENSG00000083067","","","","","heat (Q<sub>10</sub> = 7.2 between 15 - 25&deg;C), hypotonic cell swelling","12672799|21555074|29305649|","","Human","-","-","20735426"
"4290","pregnenolone sulphate","Metabolite","","","","","","","","495","TRPM3","Human","Q9HCF6","ENSG00000083067","","","","","heat (Q<sub>10</sub> = 7.2 between 15 - 25&deg;C), hypotonic cell swelling","12672799|21555074|29305649|","","Human","pEC50","4.9","18978782"
"707","Ca<sup>2+</sup>","Inorganic","","","","","","","","496","TRPM4","Human","Q8TD43","ENSG00000130529","","","","","Intracellular nucleotides including ATP, ADP, adenosine 5'-monophosphate and AMP-PNP with an IC<sub>50</sub> range of 1.3-1.9 &mu;M|Membrane depolarization (V<sub>&frac12;</sub> = -20 mV to + 60 mV dependent upon conditions) in the presence of elevated [Ca<sup>2+</sup>]<sub>i</sub>, heat (Q<sub>10</sub> = 8.5 @ +25 mV between 15 and 25&deg;C)","","","Human","pEC50","3.9 - 6.3","15590641|16424899|16407466|15331675"
"1712","ADP","Metabolite","","","","","","","","496","TRPM4","Human","Q8TD43","ENSG00000130529","","","","","Intracellular nucleotides including ATP, ADP, adenosine 5'-monophosphate and AMP-PNP with an IC<sub>50</sub> range of 1.3-1.9 &mu;M|Membrane depolarization (V<sub>&frac12;</sub> = -20 mV to + 60 mV dependent upon conditions) in the presence of elevated [Ca<sup>2+</sup>]<sub>i</sub>, heat (Q<sub>10</sub> = 8.5 @ +25 mV between 15 and 25&deg;C)","","","Human","pIC50","5.7","14758478"
"1713","ATP","Metabolite","","","","","","","","496","TRPM4","Human","Q8TD43","ENSG00000130529","","","","","Intracellular nucleotides including ATP, ADP, adenosine 5'-monophosphate and AMP-PNP with an IC<sub>50</sub> range of 1.3-1.9 &mu;M|Membrane depolarization (V<sub>&frac12;</sub> = -20 mV to + 60 mV dependent upon conditions) in the presence of elevated [Ca<sup>2+</sup>]<sub>i</sub>, heat (Q<sub>10</sub> = 8.5 @ +25 mV between 15 and 25&deg;C)","","","Human","pIC50","4.9","14758478"
"1713","ATP","Metabolite","","","","","","","","496","TRPM4","Human","Q8TD43","ENSG00000130529","","","","","Intracellular nucleotides including ATP, ADP, adenosine 5'-monophosphate and AMP-PNP with an IC<sub>50</sub> range of 1.3-1.9 &mu;M|Membrane depolarization (V<sub>&frac12;</sub> = -20 mV to + 60 mV dependent upon conditions) in the presence of elevated [Ca<sup>2+</sup>]<sub>i</sub>, heat (Q<sub>10</sub> = 8.5 @ +25 mV between 15 and 25&deg;C)","","","Human","pIC50","5.8","14758478"
"1713","ATP","Metabolite","","","","","","","","496","TRPM4","Mouse","Q7TN37","ENSMUSG00000038260","","","","","Intracellular nucleotides including ATP, ADP, adenosine 5'-monophosphate and AMP-PNP with an IC<sub>50</sub> range of 1.3-1.9 &mu;M|Membrane depolarization (V<sub>&frac12;</sub> = -20 mV to + 60 mV dependent upon conditions) in the presence of elevated [Ca<sup>2+</sup>]<sub>i</sub>, heat (Q<sub>10</sub> = 8.5 @ +25 mV between 15 and 25&deg;C)","","","Mouse","pIC50","6.1","15670874"
"2387","PIP<sub>2</sub>","Metabolite","","","","","","","","496","TRPM4","Human","Q8TD43","ENSG00000130529","","","","","Intracellular nucleotides including ATP, ADP, adenosine 5'-monophosphate and AMP-PNP with an IC<sub>50</sub> range of 1.3-1.9 &mu;M|Membrane depolarization (V<sub>&frac12;</sub> = -20 mV to + 60 mV dependent upon conditions) in the presence of elevated [Ca<sup>2+</sup>]<sub>i</sub>, heat (Q<sub>10</sub> = 8.5 @ +25 mV between 15 and 25&deg;C)","","","Human","pEC50","5.3","16424899"
"2387","PIP<sub>2</sub>","Metabolite","","","","","","","","496","TRPM4","Mouse","Q7TN37","ENSMUSG00000038260","","","","","Intracellular nucleotides including ATP, ADP, adenosine 5'-monophosphate and AMP-PNP with an IC<sub>50</sub> range of 1.3-1.9 &mu;M|Membrane depolarization (V<sub>&frac12;</sub> = -20 mV to + 60 mV dependent upon conditions) in the presence of elevated [Ca<sup>2+</sup>]<sub>i</sub>, heat (Q<sub>10</sub> = 8.5 @ +25 mV between 15 and 25&deg;C)","","","Mouse","pEC50","5.2","16186107"
"2455","adenosine 5'-monophosphate","Metabolite","","","","","","","","496","TRPM4","Human","Q8TD43","ENSG00000130529","","","","","Intracellular nucleotides including ATP, ADP, adenosine 5'-monophosphate and AMP-PNP with an IC<sub>50</sub> range of 1.3-1.9 &mu;M|Membrane depolarization (V<sub>&frac12;</sub> = -20 mV to + 60 mV dependent upon conditions) in the presence of elevated [Ca<sup>2+</sup>]<sub>i</sub>, heat (Q<sub>10</sub> = 8.5 @ +25 mV between 15 and 25&deg;C)","","","Human","pIC50","4.7","14758478"
"707","Ca<sup>2+</sup>","Inorganic","","","","","","","","497","TRPM5","Mouse","Q9JJH7","ENSMUSG00000009246","","","","","membrane depolarization (V<sub>&frac12;</sub> = 0 to + 120 mV dependent upon conditions), heat (Q<sub>10</sub> = 10.3 @ -75 mV between 15 and 25&deg;C)","","","Mouse","pEC50","4.5 - 6.2","15670874|12842017|14657398"
"707","Ca<sup>2+</sup>","Inorganic","","","","","","","","498","TRPM6","Human","Q9BX84","ENSG00000119121","","","","","constitutively active, activated by reduction of intracellular Mg<sup>2+</sup>","","","Human","pIC50","5.3 - 5.3",""
"708","Mg<sup>2+</sup>","Inorganic","","","","","","","","498","TRPM6","Human","Q9BX84","ENSG00000119121","","","","","constitutively active, activated by reduction of intracellular Mg<sup>2+</sup>","","","Human","pIC50","3.3","14576148"
"708","Mg<sup>2+</sup>","Inorganic","","","","","","","","498","TRPM6","Human","Q9BX84","ENSG00000119121","","","","","constitutively active, activated by reduction of intracellular Mg<sup>2+</sup>","","","Human","-","-",""
"708","Mg<sup>2+</sup>","Inorganic","","","","","","","","498","TRPM6","Human","Q9BX84","ENSG00000119121","","","","","constitutively active, activated by reduction of intracellular Mg<sup>2+</sup>","","","Human","pIC50","5.5 - 6.0",""
"2346","H<sup>+</sup>","Inorganic","","","","","","","","498","TRPM6","Human","Q9BX84","ENSG00000119121","","","","","constitutively active, activated by reduction of intracellular Mg<sup>2+</sup>","","","Human","-","-",""
"2346","H<sup>+</sup>","Inorganic","","","","","","","","499","TRPM7","Human","Q96QT4","ENSG00000092439","","","","","","","","Human","pEC50","4.5","16009728"
"2387","PIP<sub>2</sub>","Metabolite","","","","","","","","499","TRPM7","Rat","Q925B3","ENSRNOG00000057806","","","","","","","","Rat","-","-","11941371"
"2794","phosphatidyl (3,5) inositol bisphosphate","Metabolite","","","","","","","","501","TRPML1","Human","Q9GZU1","ENSG00000090674","","","","","TRPML1<sup>Va</sup>: Constitutively active, current potentiated by extracellular acidification (equivalent to intralysosomal acidification)","","","Human","pEC50","7.3","20802798"
"2346","H<sup>+</sup>","Inorganic","","","","","","","","507","TRPV1","Human","Q8NER1","ENSG00000196689","","","","","NO-mediated cysteine S-nitrosylation|depolarization (V<sub>&frac12;</sub> ~ 0 mV at 35&deg;C), noxious heat (> 43&deg;C at pH 7.4)","","","Human","pEC50","5.4",""
"2364","anandamide","Metabolite","","","","","","","","507","TRPV1","Human","Q8NER1","ENSG00000196689","","","","","NO-mediated cysteine S-nitrosylation|depolarization (V<sub>&frac12;</sub> ~ 0 mV at 35&deg;C), noxious heat (> 43&deg;C at pH 7.4)","","","Human","pEC50","5.9","10694225"
"2364","anandamide","Metabolite","","","","","","","","507","TRPV1","Human","Q8NER1","ENSG00000196689","","","","","NO-mediated cysteine S-nitrosylation|depolarization (V<sub>&frac12;</sub> ~ 0 mV at 35&deg;C), noxious heat (> 43&deg;C at pH 7.4)","","","Human","pEC50","5.0","12761211"
"2364","anandamide","Metabolite","","","","","","","","507","TRPV1","Rat","O35433","ENSRNOG00000019486","","","","","NO-mediated cysteine S-nitrosylation|depolarization (V<sub>&frac12;</sub> ~ 0 mV at 35&deg;C), noxious heat (> 43&deg;C at pH 7.4)","","","Rat","pEC50","5.3","10440374"
"2481","12S-HPETE","Metabolite","","","","","","","","507","TRPV1","Rat","O35433","ENSRNOG00000019486","","","","","NO-mediated cysteine S-nitrosylation|depolarization (V<sub>&frac12;</sub> ~ 0 mV at 35&deg;C), noxious heat (> 43&deg;C at pH 7.4)","","","Rat","pEC50","5.1","10823958"
"2483","5S-HPETE","Metabolite","","","","","","","","507","TRPV1","Rat","O35433","ENSRNOG00000019486","","","","","NO-mediated cysteine S-nitrosylation|depolarization (V<sub>&frac12;</sub> ~ 0 mV at 35&deg;C), noxious heat (> 43&deg;C at pH 7.4)","","","Rat","pEC50","5.0","10823958"
"2487","LTB<sub>4</sub>","Metabolite","","","","","","","","507","TRPV1","Rat","O35433","ENSRNOG00000019486","","","","","NO-mediated cysteine S-nitrosylation|depolarization (V<sub>&frac12;</sub> ~ 0 mV at 35&deg;C), noxious heat (> 43&deg;C at pH 7.4)","","","Rat","pEC50","4.9","10823958"
"3390","5S-HETE","Metabolite","","","","","","","","507","TRPV1","Human","Q8NER1","ENSG00000196689","","","","","NO-mediated cysteine S-nitrosylation|depolarization (V<sub>&frac12;</sub> ~ 0 mV at 35&deg;C), noxious heat (> 43&deg;C at pH 7.4)","","","Human","-","-",""
"6304","5,6-epoxyeicosatrienoic acid","Metabolite","","","","","","","","510","TRPV4","Mouse","Q9EPK8","ENSMUSG00000014158","","","","","Epoxyeicosatrieonic acids and NO-mediated cysteine S-nitrosylation|Constitutively active, heat (> 24&deg;C - 32&deg;C), mechanical stimuli","","","Mouse","pEC50","6.9","12879072"
"2391","arachidonic acid","Metabolite","","","","","","","","514","K<sub>2P</sub>2.1","Human","O95069","ENSG00000082482","","","","","","","","Human","pEC50","5.0","9687497"
"2391","arachidonic acid","Metabolite","","","","","","","","516","K<sub>2P</sub>4.1","Human","Q9NYG8","ENSG00000182450","","","","","","","","Human","-","-","9628867"
"2391","arachidonic acid","Metabolite","","","","","","","","516","K<sub>2P</sub>4.1","Rat","","ENSRNOG00000021140","","","","","","","","Rat","-","-","7623282"
"2391","arachidonic acid","Metabolite","","","","","","","","521","K<sub>2P</sub>10.1","Human","P57789","ENSG00000100433","","","","","","","","Human","-","-","10880510"
"2391","arachidonic acid","Metabolite","","","","","","","","523","K<sub>2P</sub>13.1","None","Q9HB14","ENSG00000152315","","","","","","","","None","-","-","25148687"
"2391","arachidonic acid","Metabolite","","","","","","","","527","K<sub>2P</sub>18.1","Human","Q7Z418","ENSG00000186795","","","","","","","","Human","-","-","12754259"
"2364","anandamide","Metabolite","","","","","","","","535","Ca<sub>v</sub>3.1","Human","O43497","ENSG00000006283","","","","","","","","Human","pIC50","5.4","11742980"
"2364","anandamide","Metabolite","","","","","","","","536","Ca<sub>v</sub>3.2","Human","O95180","ENSG00000196557","","","","","","","","Human","pIC50","6.5","11742980"
"2387","PIP<sub>2</sub>","Metabolite","","","","","","","","561","K<SUB>v</SUB>7.2","Human","O43526","ENSG00000075043","","","","","","","","Human","pEC50","3.7","16251430"
