"## GtoPdb Version: 2024.2 - published: 2024-06-26"
"Ligand ID","Ligand Name","HBond Acceptors","HBond Donors","Rotatable Bonds","TPSA","Mol Weight","XLogP","LipinskiRO5"
"4604","N-methyl-SSR504734","3","1","6","32.34","410.13727584","5.541","1"
"4603","[<sup>3</sup>H]N-methyl-SSR504734","3","1","6","32.34","410.13727584","5.541","1"
"4602","[<sup>3</sup>H](R)-NPTS","4","1","10","66.84","417.19400856","5.334","1"
"4601","NPTS","4","1","10","66.84","417.19400856","5.334","1"
"4600","Org 24598","3","1","9","49.77","367.13952832","4.268","0"
"4599","[<sup>14</sup>C]GlySar","5","2","4","83.63","146.06914226","-4.036","0"
"4598","GSK931145","3","1","6","32.34","350.23581382","5.22","1"
"4597","3,4-dichlorobenzamil","8","4","5","145.3","387.01689114","2.099","0"
"4595","MPA","8","3","5","136.51","285.11048594","1.334","0"
"4594","dapagliflozin","5","4","6","99.38","408.1339664","2.937","0"
"4593","CBDMB","8","4","9","117.32","471.1341139","6.176","1"
"4592","p-chloroamphetamine","1","1","2","26.02","169.06582716","2.384","0"
"4591","[<sup>3</sup>H]mazindol","3","1","1","35.83","284.07164082","3.774","0"
"4590","draflazine","7","3","12","104.69","603.19793736","4.804","1"
"4589","DIOA","3","1","7","63.6","398.1051648","6.192","1"
"4588","remogliflozin","7","5","9","154.36","464.21586624","2.738","0"
"4587","sergliflozin","7","3","10","123.91","448.1733327","2.885","0"
"4586","N-ethyl-1-deoxynojirimycin","5","4","2","84.16","191.11575816","-1.125","0"
"4585","octanoic acid","2","1","6","37.3","144.11502988","3.018","0"
"4584","[<sup>35</sup>S]ACPPB","6","2","8","100.88","463.16964074","4.306","0"
"4583","(R/S) EF-1500","1","2","6","114.77","400.1279202","3.627","0"
"4582","canagliflozin","5","4","5","118.39","444.14067332","3.202","0"
"4581","thymine","2","2","0","65.72","126.04292748","0.047","0"
"4580","thiamine monophosphate","7","3","6","160.49","345.07863783","-0.85","0"
"4578","GDP-fucose","18","9","8","331.11","589.08223856","-3.451","2"
"4577","bilirubin","8","6","12","164.38","584.26348516","2.167","2"
"4576","LP-403812","7","1","8","111.6","494.2463956","3.708","0"
"4575","[<sup>14</sup>C]TEA","0","0","4","0","130.1595748","1.564","0"
"4574","MDMA","1","1","3","30.49","193.11027884","1.641","0"
"4573","threo-3-methylglutamate","5","3","4","100.62","161.06880792","-3.052","0"
"4572","carboxyatractyloside","18","6","13","303.78","770.212557","-0.598","3"
"4571","dihydrokainate","5","1","4","92.29","213.10010808","-0.359","0"
"4570","rifamycin SV","9","6","3","201.31","697.30982632","3.966","1"
"4569","ethidium","2","2","2","55.92","314.1657228","5.68","1"
"4568","MPP<sup>+</sup>","0","0","1","3.88","170.09697448","4.351","0"
"4567","guanosine","8","5","2","159.51","283.09166862","-1.371","0"
"4566","uridine","6","4","2","124.78","244.0695362","-1.421","0"
"4565","benzoate","2","0","1","40.13","121.02895444","1.156","0"
"4564","nipecotic acid","3","2","1","49.33","129.07897868","0.169","0"
"4563","folic acid","12","6","10","213.28","441.13968148","-1.884","2"
"4562","[<sup>3</sup>H]folic acid","12","6","10","213.28","441.13968148","-1.884","2"
"4561","[<sup>3</sup>H]paroxetine","1","1","4","39.72","329.142721872","3.319","0"
"4560","uracil","2","2","0","65.72","112.0272774","-0.179","0"
"4559","carnosine","6","4","7","121.1","226.10659042","-3.785","0"
"4558","TPP<sup>+</sup>","0","0","4","0","339.13026243","7.924","1"
"4557","xanthine","3","3","0","94.4","152.0334254","0.273","0"
"4556","guanine","4","3","0","100.45","151.04940982","-0.291","0"
"4555","hypoxanthine","3","2","0","74.43","136.03851078","1.439","0"
"4554","inosine","7","4","2","133.49","268.08076958","-0.07","0"
"4553","acrylamide","2","1","1","43.09","71.03711382","-0.516","0"
"4551","choline","1","1","2","20.23","104.10753918","-0.837","0"
"4550","betaine","2","0","2","40.13","117.07897868","-1.227","0"
"4548","taurolithocholic acid-3-sulphate","6","3","8","112.08","483.3018449","6.941","1"
"4547","taurocholic acid","8","5","8","152.54","515.29167414","2.771","0"
"4546","[<sup>3</sup>H]taurocholic acid","8","5","8","152.54","515.29167414","2.771","0"
"4545","glycochenodeoxycholic acid","6","4","7","106.86","449.31412382","5.35","1"
"4544","glycocholic acid","7","5","7","127.09","465.30903844","3.265","0"
"4543","[<sup>3</sup>H]alanine","3","2","1","63.32","89.04767852","-2.824","0"
"4542","[<sup>14</sup>C]alanine","3","2","1","63.32","89.04767852","-2.824","0"
"4541","[<sup>14</sup>C]acetylCoA","23","9","22","418.36","809.12577395","-6.071","3"
"4540","formate","2","0","0","40.13","44.99765428","-0.797","0"
"4539","urea","3","2","0","69.11","60.03236278","-1.686","0"
"4538","oxalate","4","0","1","80.26","87.97965848","-1.65","0"
"4537","D-cysteine","3","2","2","102.12","121.01974952","-2.575","0"
"4536","D-glucose","6","5","1","110.38","180.0633882","-1.697","0"
"4535","D-glucosamine","6","5","1","116.17","179.07937262","-1.764","0"
"4534","[<sup>3</sup>H]L-aspartic acid","5","3","3","100.62","133.03750776","-3.707","0"
"4533","L-asparagine","5","3","3","106.41","132.05349218","-4.435","0"
"4532","[<sup>14</sup>C]ascorbic acid","6","4","2","107.22","176.03208804","-0.178","0"
"4531","WAY-213613","5","3","7","101.65","414.00267554","0.25","0"
"4530","bromocresol green","3","2","2","92.21","693.72954306","6.646","1"
"4528","dehydroepiandrosterone sulphate","5","0","2","91.88","367.15792018","1.738","0"
"4522","acetoacetic acid","3","0","2","57.2","101.02386906","-0.515","0"
"4521","2-oxothiazolidine-4-carboxylate","4","1","1","94.53","145.99118902","-1.045","0"
"4520","acetyl-L-carnitine","4","0","6","66.43","203.11575816","-1.001","0"
"4519","gluconate","7","5","5","141.28","195.05047778","-4.22","0"
"4518","dichloroacetate","2","0","1","40.13","126.93535964","0.09","0"
"4517","3-bromopyruvate","3","0","2","57.2","164.91873104","-0.332","0"
"4516","L-trans-2,4-pyrolidine dicarboxylate","4","1","2","96.87","158.0453328","-1.983","0"
"4513","NBTGR ","8","4","6","217.09","450.09576806","0.923","0"
"4512","nitrobenzylmercaptopurine ribonucleoside","7","4","6","202.19","435.08486902","1.003","0"
"4511","[<sup>3</sup>H]nitrobenzylmercaptopurine ribonucleoside","7","4","6","202.19","435.08486902","1.003","0"
"4508","p-nitrophenyl glutamyl anilide","4","2","7","140.01","267.08552062","0.118","0"
"4503","[<sup>14</sup>C]metformin","5","3","2","91.49","129.10144544","-0.539","0"
"4501","benzylcysteine","3","2","5","88.62","211.06669976","-0.766","0"
"4500","benzylserine","4","2","5","72.55","195.08954338","-1.727","0"
"4499","Lys[Z(NO<sub>2</sub>)]-Lys[Z(NO<sub>2</sub>)]","9","4","23","259.81","618.22855618","2.797","1"
"4498","Lys[Z(NO<sub>2</sub>)]-Pro","7","3","12","165.1","408.1644993","-1.121","0"
"4497","DL-threo-&beta;-hydroxyaspartate","6","4","3","120.85","149.03242238","-4.471","0"
"4496","creatine","5","3","3","90.41","131.0694766","-2.404","0"
"4495","<i>myo</i>-inositol","6","6","0","121.38","180.0633882","-1.458","1"
"4494","hemicholinium-3","4","2","3","58.92","414.25185784","0.718","0"
"4492","[<sup>3</sup>H]ETB-TBOA","8","4","10","138.95","386.147786584","-0.37","0"
"4491","[<sup>3</sup>H]SB-733993","5","2","6","78.02","376.182063972","3.102","0"
"4490","[<sup>3</sup>H]GSK931145","3","1","6","32.34","350.235813796","5.22","1"
"4489","[<sup>11</sup>C]GlySar","5","2","4","83.63","146.06914226","-4.036","0"
"4488","isradipine","5","1","6","103.55","371.14812094","4.946","0"
"4487","NADH","20","8","11","337.24","665.1247721","-4.989","3"
"4484","11-dehydro-thromboxane B<sub>2</sub>","6","3","12","104.06","368.219889","3.453","1"
"4483","PGH<sub>2</sub>","5","2","12","75.99","352.22497438","4.347","1"
"4482","thromboxane A<sub>2</sub>","5","2","12","75.99","352.22497438","4.243","1"
"4461","SB-649868","5","1","7","103.68","477.15224104","4.211","0"
"4460","filorexant","5","0","6","68.21","420.19615446","4.304","0"
"4450","(+)-adrenaline","2","4","3","72.72","183.08954338","0.277","0"
"4369","[<sup>35</sup>S]TBPS","3","0","1","69.59","222.04795209","3.151","0"
"4368","[<sup>18</sup>F]fluoroethylflumazenil","5","0","5","63.91","335.1081479","3.543","0"
"4367","[<sup>11</sup>C]flumazenil","5","0","3","63.91","303.10191964","2.915","0"
"4366","[<sup>3</sup>H]CGS8216","2","1","1","50.16","261.09021206","3.168","0"
"4365","[<sup>3</sup>H]Ro154513","7","0","4","76.27","326.11273842","2.802","0"
"4364","[<sup>3</sup>H]RY80","5","0","3","63.91","309.11134146","3.252","0"
"4363","[<sup>3</sup>H]L655708","5","0","4","73.14","341.13755624","3.278","0"
"4362","[<sup>3</sup>H]zolpidem","3","0","4","37.61","307.16846246","3.984","0"
"4360","[<sup>3</sup>H]flunitrazepam","3","0","2","75.81","313.08626956","2.349","0"
"4357","probenecid","5","1","7","83.06","285.10347924","2.287","0"
"4356","[<sup>3</sup>H]resolvin D1","5","4","14","97.99","376.22497438","3.225","1"
"4355","7&beta;, 25-dihydroxycholesterol","3","3","5","60.69","418.3446957","6.734","1"
"4354","7&beta;, 27-dihydroxycholesterol","3","3","6","60.69","418.3446957","6.723","1"
"4353","7&alpha;,27-dihydroxycholesterol","3","3","6","60.69","418.3446957","6.723","1"
"4352","7&beta;-hydroxycholesterol","2","2","5","40.46","402.34978108","8.699","1"
"4351","7&alpha;-hydroxycholesterol","2","2","5","40.46","402.34978108","8.699","1"
"4350","7&alpha;,25-dihydroxycholesterol","3","3","5","60.69","418.3446957","6.734","1"
"4348","zolpidem","3","0","4","37.61","307.16846246","3.984","0"
"4347","ZK93426","3","1","5","64.21","312.14739266","3.751","0"
"4346","ZK93423","4","1","8","73.44","390.15795736","4.06","0"
"4345","zaleplon","5","0","4","74.29","305.12766022","2.028","0"
"4344","xestospongin C","4","0","0","24.94","446.38722924","7.082","1"
"4343","WS-12","2","1","5","38.33","289.20417932","5.197","1"
"4342","ivacaftor","3","3","5","82.19","392.20999298","6.929","1"
"4341","VRT-532","1","2","2","48.91","250.11061318","4.634","0"
"4340","VRT-325","6","0","7","93.24","510.23007684","4.526","0"
"4339","URB597","4","2","6","81.42","338.16304274","4.102","0"
"4338","UCCF-853","1","1","2","37.27","312.02772528","3.715","0"
"4337","UCCF-339","2","0","2","56.24","339.08954338","5.54","1"
"4335","UCCF-029","2","0","1","43.1","273.07897868","4.9","0"
"4334","UBP310","7","3","6","172.86","353.06815632","-1.994","0"
"4333","UBP302","7","3","6","144.62","333.09608532","-1.237","0"
"4332","UBP141","7","3","4","106.94","378.12157182","2.904","0"
"4331","TRIM","1","0","2","17.3","212.05613294","2.757","0"
"4330","triflupromazine","2","0","5","31.78","352.12210442","5.226","1"
"4329","triamterene","7","3","1","129.62","253.10759344","0.642","0"
"4328","TPMPA","2","1","1","66.55","161.06056535","-0.717","0"
"4327","TPA023","5","0","6","83.02","395.18698672","6.166","1"
"4326","TP003","3","1","3","61.32","407.12454692","5.609","1"
"4325","toremifene","1","0","9","12.47","405.18594242","6.847","1"
"4324","TNP-ATP","14","3","11","422.04","712.94315515","-4.94","2"
"4323","TMB-8","3","0","16","57.23","395.26717358","4.704","1"
"4322","gaboxadol","2","2","0","58.03","140.05857756","-0.629","0"
"4321","tetrahydrodeoxycorticosterone","3","2","2","57.53","334.25079522","5.061","1"
"4320","TBPS","3","0","1","69.59","222.04795209","3.151","0"
"4319","tannic acid","16","25","31","777.98","1700.1729746","12.399","4"
"4318","SZ(+)-(<i>S</i>)-202-791","3","1","5","120.39","358.12771982","5.701","1"
"4317","SYM2081","5","1","4","106.28","159.05315784","-4.018","0"
"4316","SR57227A","3","1","1","42.15","211.08762524","2.305","0"
"4314","SITS","9","3","7","199.05","453.9963139","2.113","0"
"4313","sulfonamide-01","6","2","9","116.95","441.13584202","5.195","1"
"4311","SB705498","5","2","6","57.26","428.04595802","4.441","0"
"4310","SB452533","4","2","8","44.37","375.0946246","4.595","0"
"4309","SB366791","2","1","5","38.33","287.07130648","3.802","0"
"4307","SB202190","2","2","3","61.8","331.1120904","4.635","0"
"4306","salicylic acid","2","2","1","57.53","138.0316941","1.66","0"
"4305","S3969","3","3","8","90.42","320.1558492","3.235","0"
"4304","S18986","4","1","0","57.79","224.06194872","1.67","0"
"4303","ryanodine","9","7","4","172.7","493.23118198","0.161","1"
"4301","RY024","5","0","3","63.91","337.14264162","4.129","0"
"4300","Ro 8-4304","4","2","7","75.79","370.169271","2.279","0"
"4299","RO4938581","3","0","1","48.01","350.99311386","4.057","0"
"4298","RO3","4","2","5","96.28","302.17427612","2.273","0"
"4297","Ro19-4603","5","0","3","92.15","319.09906254","2.844","0"
"4296","Ro15-4513","7","0","4","76.27","326.11273842","2.802","0"
"4295","RN1747","4","0","5","92.14","395.07065488","2.977","0"
"4294","RN1734","4","1","7","57.79","352.07790448","3.734","0"
"4293","Pyr3","5","1","8","72.7","454.981809","4.591","0"
"4292","psalmotoxin 1","116","64","193","2185.98","4691.23749448","-15.311","3"
"4291","procaine","4","1","7","55.56","236.15247804","1.84","0"
"4290","pregnenolone sulphate","5","1","3","89.05","396.19704538","3.536","0"
"4289","PMBA","6","4","6","130.66","335.09225945","-1.268","0"
"4288","piracetam","4","1","2","63.4","142.07422764","-1.516","0"
"4287","piperidine-4-sulphonic acid","4","2","1","74.78","165.0459643","-0.908","0"
"4286","picrotin","7","2","1","105.59","310.10525306","-0.988","0"
"4285","phloretin","1","4","4","97.99","274.08412366","2.831","0"
"4284","phenylglycine-01","4","2","9","65.2","439.2259774","5.207","1"
"4283","phenylacetylrinvanil","4","2","23","84.86","551.36107406","9.117","2"
"4282","phencyclidine","1","0","2","3.24","243.1987","4.218","0"
"4281","phenamil","8","4","4","145.3","305.07918578","1.985","0"
"4280","P552-02","10","6","12","194.99","451.1734802","0.82","2"
"4279","omeprazole","3","1","5","96.31","345.11471262","0.604","0"
"4278","octanol","1","1","6","20.23","130.13576534","3.127","0"
"4277","ocinaplon","5","0","3","73.04","301.09636006","1.625","0"
"4276","NVP-AAM077","6","5","5","145.09","453.00891951","2.676","0"
"4275","NS5818","8","3","8","115.9","495.09772836","5.549","1"
"4274","NS3763","8","4","8","132.8","404.10083636","4.052","0"
"4273","NS3728","6","3","7","95.59","493.9925404","5.466","1"
"4272","NS1619","1","2","3","57.5","362.04899688","3.612","0"
"4271","NS004","1","2","2","57.5","328.0226399","3.309","0"
"4270","NPPB","3","2","7","92.47","300.11100712","3.83","0"
"4269","NNC55-0396","4","1","11","58.22","491.29480598","5.823","2"
"4268","NMDA","5","3","4","86.63","147.05315784","-1.151","0"
"4267","NF449","35","6","32","571.53","1503.75349118","0.266","3"
"4266","NF023","25","4","22","409.83","1161.8330455","-1.48","2"
"4265","nordihydroguiaretic acid","0","4","5","80.92","302.15180936","5.488","1"
"4264","NBQX","5","3","2","177.4","336.01645504","1.529","0"
"4263","nafoxidine","1","0","7","21.7","425.23547948","6.982","1"
"4262","nafamostat","6","4","5","140.57","347.13822492","2.984","0"
"4261","NADA","2","3","18","69.56","439.3086445","9.356","2"
"4260","N<sup>1</sup>-dansyl-spermine","7","4","15","107.87","435.26679672","2.23","1"
"4259","muscimol","2","2","1","72.02","114.04292748","-1.096","0"
"4258","MSVIII-19","6","1","4","126.36","258.09776236","-1.631","0"
"4257","MRK016","5","0","5","109.05","368.17092204","1.853","0"
"4256","ML9","4","1","2","57.79","324.0699266","2.76","0"
"4255","ML204","2","0","1","16.13","226.14699872","4.483","0"
"4254","minoxidil","4","2","1","95.11","209.12766022","2.895","0"
"4253","memantine","1","1","0","26.02","179.16739984","3.524","0"
"4252","mefloquine","3","2","4","45.15","378.11668258","3.871","0"
"4251","LY503430","5","2","8","83.65","392.15699208","3.627","0"
"4250","LY466195","6","3","4","89.87","346.17041388","1.384","0"
"4249","LY404187","4","1","6","78.34","342.14019912","3.897","0"
"4248","LY392098","3","1","6","54.55","335.13552834","4.335","0"
"4247","LY382884","5","3","4","86.63","317.1627084","3.344","0"
"4246","LY339434","5","3","7","100.62","313.13140824","0.679","0"
"4245","tezampanel","6","3","4","103.79","279.16952508","2.269","0"
"4244","LY233536","6","3","3","103.79","265.153875","1.7","0"
"4243","LY233053","6","3","3","103.79","211.10692476","0.308","0"
"4242","lubiprostone","5","2","11","83.83","390.22178082","4.312","1"
"4241","L838417","5","0","5","83.02","399.16191482","5.904","1"
"4240","L701324","1","2","3","62.32","363.0662211","7.088","1"
"4239","L689560","6","4","5","90.46","379.04904682","3.252","0"
"4238","L655708","5","0","4","73.14","341.13755624","3.278","0"
"4236","L-&beta;&gamma;-meATP","16","7","8","299.33","505.01648105","-5.259","2"
"4235","KN62","10","0","11","146.84","721.20287612","4.482","0"
"4234","KM11060","5","0","3","61.89","421.04185328","4.388","0"
"4233","ketamine","2","1","2","29.1","237.09204194","2.882","0"
"4231","kainate","5","1","4","92.29","211.084458","-1.175","0"
"4230","JYL1421","5","3","9","110.7","423.1450475","4.763","0"
"4229","joro spider toxin","11","9","26","220.93","565.3587826","-1.556","3"
"4228","JNJ17203212","6","1","6","61.36","419.11807954","3.791","0"
"4227","isonipecotic acid","3","2","1","49.33","129.07897868","-0.26","0"
"4226","isoguvacine","3","2","1","49.33","127.0633286","-0.388","0"
"4225","Ip<sub>5</sub>I","28","6","16","532.12","912.94350191","-7.997","3"
"4224","Ins(3,4,5,6)P<sub>4</sub>","18","10","8","346.74","499.92871032","-8.519","2"
"4223","inositol 2,4,5-trisphosphate","15","3","6","307.38","413.91542955","-7.29","1"
"4222","IP<sub>3</sub>","15","9","6","290.4","419.96237979","-7.29","2"
"4221","indiplon","5","0","5","95.81","376.09939688","2.498","0"
"4220","incensole acetate","3","0","3","35.53","348.2664453","5.316","1"
"4219","IDRA-21","4","2","0","66.58","232.00732628","1.526","0"
"4218","iberiotoxin","103","61","117","1891.53","4227.82256206","-3.903","3"
"4217","IAA-94","3","1","4","63.6","356.05821456","4.485","0"
"4216","homoquinolinic acid","5","2","3","87.49","181.03750776","-2.265","0"
"4214","heparin","35","14","19","588.61","1039.03928172","-11.463","3"
"4213","HC067047","4","1","9","46.5","471.21336202","4.937","0"
"4212","HC-056456","2","0","4","143.59","305.97689872","1.603","0"
"4211","HC030031","5","1","5","90.92","355.1644397","3.695","0"
"4210","GYKI53784","3","1","1","69.2","293.11642684","3.24","0"
"4209","GYKI53655","5","2","3","89.18","352.15354066","2.647","0"
"4208","GV196771A","4","1","3","76.23","399.03032274","3.67","0"
"4207","GTP&gamma;S","16","8","8","343.55","538.96781659","-2.324","2"
"4205","GSK1016790A","10","3","13","172.74","654.11403236","3.505","0"
"4204","gossypol","2","6","5","155.52","518.19406816","8.16","2"
"4203","GMQ","5","3","2","87.68","201.10144544","1.488","0"
"4202","GlyH-101","6","4","6","90.46","490.94801566","4.54","0"
"4201","ginkgolide X","7","2","1","102.29","376.1522033","2.087","0"
"4200","GEA 3162","2","1","1","69.04","230.98404118","2.8","0"
"4197","gabazine","4","2","6","88.2","287.12699154","3.674","0"
"4196","formalin","1","0","0","17.07","30.0105647","0.021","0"
"4194","flurbiprofen","2","1","3","37.3","244.08995798","3.764","0"
"4193","flunitrazepam","3","0","2","75.81","313.08626956","2.349","0"
"4192","flumazenil","5","0","3","63.91","303.10191964","2.915","0"
"4191","flufenamate","3","1","4","52.16","280.05853826","3.293","0"
"4190","felodipine","5","1","6","64.63","383.0691136","5.08","1"
"4188","epipregnanolone sulphate","5","1","3","89.05","398.21269546","4.801","0"
"4186","ethylisopropylamiloride","8","3","5","136.51","299.12613602","1.859","0"
"4185","dysiherbaine","9","5","5","151.34","304.12705114","-4.677","0"
"4184","DS2","3","1","4","74.64","353.03896078","4.984","0"
"4183","DS1","3","1","4","74.64","508.8599849","6.58","1"
"4182","diphenylamine-2-carboxylic acid","3","2","3","49.33","213.07897868","3.278","0"
"4181","domoic acid","7","4","7","123.93","311.13688756","-0.002","0"
"4179","DMCM","3","1","5","73.44","314.1266572","2.556","0"
"4177","DIDS","8","2","6","214.4","453.94217012","4.296","0"
"4176","diBA-(5)-C4","7","1","15","121.92","542.3104354","6.948","2"
"4174","DCPIB","3","1","9","63.6","426.13646496","6.708","1"
"4173","DCDPC","3","2","3","49.33","281.00103396","4.522","0"
"4172","dantrolene","5","1","4","118.05","314.0651195","1.688","0"
"4171","D-serine","4","3","2","83.55","105.04259314","-3.956","0"
"4170","d-CCPene","7","4","4","119.91","250.07185833","-2.167","0"
"4168","d-AP5","6","3","5","133.49","196.03748417","-4.058","0"
"4167","cyclothiazide","7","3","2","135.12","389.0270758","1.59","0"
"4166","CX546","2","0","2","38.77","247.12084354","1.785","0"
"4165","CX516","4","0","2","46.09","241.12151222","1.373","0"
"4163","traxoprodil","3","3","4","63.93","327.18344386","2.518","0"
"4161","conantokin-G","70","38","98","1225.52","2262.9360228","-14.175","3"
"4159","clomiphene","1","0","9","12.47","405.18594242","7.283","1"
"4158","chlorobenzylidene malononitrile","2","0","1","47.58","188.01412588","2.28","0"
"4156","CGS8216","2","1","1","50.16","261.09021206","3.168","0"
"4155","selfotel","6","4","3","116.67","223.06095929","-1.48","0"
"4154","CGP37849","6","4","4","130.66","209.04530921","-4.761","0"
"4153","CFTR<sub>inh</sub>-172","4","1","4","115","409.00541992","3.97","0"
"4152","CBIQ","1","0","0","12.89","213.034527","4.013","0"
"4151","carbenoxolone","7","2","6","117.97","570.35565434","6.855","1"
"4150","cannabidiol","0","2","6","40.46","314.22458044","6.804","1"
"4148","CACA","3","2","2","63.32","101.04767852","-0.579","0"
"4146","bretazenil","5","0","3","63.91","417.06880376","5.038","1"
"4145","benzamil","8","4","5","145.3","319.09483586","0.855","0"
"4143","aza-THIP","2","3","0","60.94","139.07456198","0.739","0"
"4142","AZ11645373","4","0","9","127.94","463.12019194","4.005","0"
"4141","ATPO","6","4","7","165.92","322.09298773","-3.632","0"
"4140","ATPA","3","2","4","113.77","228.11100712","-0.472","0"
"4139","aspirin","3","1","3","63.6","180.0422588","1.422","0"
"4138","argiotoxin","14","11","28","285.33","636.4071298","-2.307","3"
"4137","arcaine","6","4","5","128.8","172.14364464","-1.182","0"
"4136","apigenin","1","3","1","90.9","270.0528235","3.668","0"
"4134","AP18","0","1","2","32.59","209.06074178","3.217","0"
"4133","aniracetam","3","0","3","46.61","219.08954338","1.332","0"
"4132","AMTB","3","1","10","83.8","394.17149928","3.985","0"
"4131","AMPA","4","3","3","109.32","186.06405688","-3.438","0"
"4130","AMG628","7","1","7","111.72","492.17437346","4.198","0"
"4129","AMG517","5","1","6","105.24","430.07113142","4.055","0"
"4128","amantadine","1","1","0","26.02","151.13609968","2.312","0"
"4127","agmatine","4","3","4","90.42","130.12184656","-0.904","0"
"4125","AF353","4","2","4","96.28","400.03962392","3.209","0"
"4124","adenophostin A","22","10","11","387.71","669.04856909","-8.357","3"
"4123","ACET","7","3","7","172.86","429.09945648","-0.429","0"
"4122","A839977","5","1","6","77.23","412.06061454","5.825","1"
"4121","A804598","5","2","5","73.1","315.14839568","3.545","0"
"4120","A778317","4","2","5","54.02","359.19976262","4.764","0"
"4119","A740003","7","3","11","120.66","474.23793906","3.851","0"
"4118","A438079","4","0","3","56.49","305.02350072","3.865","0"
"4117","A425619","4","2","6","54.02","345.10889684","3.565","0"
"4116","A-317567","3","2","4","53.11","397.25179824","6.121","1"
"4115","A317491","8","3","10","141.44","565.17366704","6.191","1"
"4114","9-phenanthrol","0","1","0","20.23","194.07316502","4.148","0"
"4113","9-anthroic acid","2","1","1","37.3","222.06807964","4.169","0"
"4112","8-deoxy-neodysiherbaine","7","2","4","146.59","274.09267698","-2.661","0"
"4111","6-tert-butyl-<i>m</i>-cresol","0","1","1","20.23","164.12011526","3.659","0"
"4110","6-iodo-nordihydrocapsaicin","2","2","10","58.56","419.0957419","5.335","1"
"4109","5'-iodoresiniferatoxin","7","2","9","120.75","754.16388114","3.918","0"
"4108","5&alpha;-pregnan-3&alpha;-ol-20-one","2","1","1","37.3","318.2558806","6.098","1"
"4107","5-Me-IAA","3","2","2","65.98","140.05857756","0.378","0"
"4105","4&alpha;-PDH","8","3","13","130.36","560.33491888","3.919","1"
"4104","3-phenyl-CPP","2","1","5","46.53","276.05532206","3.912","0"
"4103","20-HETE","3","2","15","57.53","320.23514514","6.584","2"
"4102","2,4-epi-neodysiherbaine","8","3","4","166.82","290.0875916","-3.262","0"
"4101","hyp 9","2","3","10","94.83","322.17802414","6.194","1"
"4100","1,9-dideoxyforskolin","5","1","3","72.83","378.24062446","3.822","0"
"4099","<i>trans</i>-3-ACPBPA","3","2","4","73.13","205.12316567","0.962","0"
"4098","<i>S</i>-(-)CPP","2","1","3","46.53","200.0240219","2.467","0"
"4097","<i>S</i>-(-)CPB","2","1","4","46.53","214.03967198","2.825","0"
"4096","<i>cis</i>-3-ACPBPA","3","2","4","73.13","205.12316567","0.962","0"
"4095","&alpha;5IA","5","0","4","109.05","362.1239718","4.341","0"
"4094","&alpha;3IA","4","0","5","70.42","350.1266572","4.086","0"
"4093","&alpha;&beta;-meATP","16","7","8","299.33","505.01648105","-5.259","2"
"4092","[<sup>3</sup>H]UBP310","7","3","6","172.86","353.06815632","-1.994","0"
"4091","[<sup>3</sup>H]resiniferatoxin","7","2","9","120.75","628.26723318","2.85","0"
"4090","[<sup>3</sup>H]muscimol","2","2","1","72.02","114.04292748","-1.096","0"
"4089","[<sup>3</sup>H]dizocilpine","1","1","0","12.03","221.1204496","3.26","0"
"4088","[<sup>3</sup>H]MDL105519","4","3","4","90.39","375.00651328","4.71","0"
"4087","[<sup>3</sup>H]LY278584","4","1","3","50.16","298.1793615","2.252","0"
"4086","[<sup>3</sup>H]L689560","6","4","5","90.46","379.04904682","3.252","0"
"4085","[<sup>3</sup>H]kainate","5","1","4","92.29","211.084458","-1.175","0"
"4084","[<sup>3</sup>H]glycine","3","2","1","63.32","75.03202844","-3.35","0"
"4083","[<sup>3</sup>H]gabazine","4","2","6","88.2","287.12699154","3.674","0"
"4082","[<sup>3</sup>H]CPP","7","4","5","119.91","252.08750841","-2.217","0"
"4081","[<sup>3</sup>H]CNQX","3","2","1","132.65","232.02325464","1.527","0"
"4080","[<sup>3</sup>H]CGS19755","6","4","3","116.67","223.06095929","-1.48","0"
"4079","[<sup>3</sup>H]CGP61594","7","3","6","90.79","419.05519482","3.623","0"
"4078","[<sup>3</sup>H]CGP39653","6","4","6","130.66","237.07660937","-3.728","0"
"4077","[<sup>3</sup>H]AMPA","4","3","3","109.32","186.06405688","-3.438","0"
"4076","[<sup>3</sup>H]A778317","4","2","5","54.02","359.199762604","4.764","0"
"4075","[<sup>3</sup>H]SYM2081","5","1","4","106.28","159.05315784","-4.018","0"
"4074","[<sup>3</sup>H](<i>S</i>)-zacopride","4","2","4","67.59","309.124404696","1.565","0"
"4073","[<sup>125</sup>I]psalmotoxin 1","116","64","193","2180.19","4692.22151006","-16.749","3"
"4072","(12E,20Z,18S)-8-hydroxyvariabilin","4","2","12","79.9","416.25627454","5.499","2"
"4071","(<i>S</i>)-5-iodowillardiine","5","3","3","118.18","324.9559538","-1.931","0"
"4070","(<i>S</i>)-5-fluorowillardiine","5","3","3","118.18","217.04988402","-2.838","0"
"4069","(<i>S</i>)-4-AHCP","3","3","3","109.58","238.09535704","-1.526","0"
"4068","(<i>RS</i>)-(tetrazol-5-yl)glycine","6","3","2","117.78","143.04432444","-2.953","0"
"4067","(&plusmn;)-<i>cis</i>-2-CAMP","3","2","2","63.32","115.0633286","-0.776","0"
"4066","(+)-HA966","2","2","0","66.56","116.05857756","-0.829","0"
"4065","(-)-(S)-BayK8644","3","1","5","81.47","356.09839174","5.093","1"
