"# GtoPdb Version: 2024.2 - published: 2024-06-26"
"Ligand","Ligand ID","Target","Target ID","Target Ligand","Target Ligand ID","Target Species","Type"
"olaparib","7519","poly(ADP-ribose) polymerase 1","2771",,"0","Human","Synthetic organic"
"olaparib","7519","poly(ADP-ribose) polymerase 2","2772",,"0","Human","Synthetic organic"
"lifitegrast","7533","integrin, alpha L subunit (antigen CD11A (p180), lymphocyte function-associated antigen 1; alpha polypeptide)","2451",,"0","Human","Synthetic organic"
"brodalumab","7540","Interleukin 17 receptor A","1738",,"0","Human","Antibody"
"ixekizumab","7541",,"0","IL-17A","4982","Human","Antibody"
"olodaterol","7543","&beta;<sub>2</sub>-adrenoceptor","29",,"0","Human","Synthetic organic"
"citalopram","7547","SERT","928",,"0","Human","Synthetic organic"
"dosulepin","7549","NET","926",,"0","Human","Synthetic organic"
"dosulepin","7549","SERT","928",,"0","Human","Synthetic organic"
"lofepramine","7551","NET","926",,"0","Human","Synthetic organic"
"lofepramine","7551","SERT","928",,"0","Human","Synthetic organic"
"dexmethylphenidate","7554","DAT","927",,"0","Human","Synthetic organic"
"perospirone","7556","D<sub>2</sub> receptor","215",,"0","Human","Synthetic organic"
"perospirone","7556","D<sub>3</sub> receptor","216",,"0","Human","Synthetic organic"
"perospirone","7556","D<sub>4</sub> receptor","217",,"0","Human","Synthetic organic"
"pipotiazine","7557","D<sub>2</sub> receptor","215",,"0","Human","Synthetic organic"
"methylnaltrexone","7563","&mu; receptor","319",,"0","Human","Synthetic organic"
"dupilumab","7574","Interleukin-4 receptor subunit &alpha;","1697",,"0","Human","Antibody"
"edoxaban","7575","coagulation factor X","2359",,"0","Human","Synthetic organic"
"ocrelizumab","7580","CD20 (membrane-spanning 4-domains, subfamily A, member 1)","2628",,"0","Human","Antibody"
"butorphanol","7591","&kappa; receptor","318",,"0","Human","Synthetic organic"
"butorphanol","7591","&mu; receptor","319",,"0","Human","Synthetic organic"
"levorphanol","7595","&mu; receptor","319",,"0","Human","Synthetic organic"
"pralidoxime","7597","acetylcholinesterase (Yt blood group)","2465",,"0","Human","Synthetic organic"
"cobimetinib","7626","mitogen-activated protein kinase kinase 1","2062",,"0","Human","Synthetic organic"
"cobimetinib","7626","mitogen-activated protein kinase kinase 2","2063",,"0","Human","Synthetic organic"
"icotinib","7641","epidermal growth factor receptor","1797",,"0","Human","Synthetic organic"
"blonanserin","7670","5-HT<sub>2A</sub> receptor","6",,"0","Human","Synthetic organic"
"blonanserin","7670","D<sub>2</sub> receptor","215",,"0","Human","Synthetic organic"
"moxetumomab pasudotox","7675","CD22","2786",,"0","Human","Antibody"
"mepolizumab","7685",,"0","IL-5","4997","Human","Antibody"
"capivasertib","7709","AKT serine/threonine kinase 1","1479",,"0","Human","Synthetic organic"
"capivasertib","7709","AKT serine/threonine kinase 2","1480",,"0","Human","Synthetic organic"
"capivasertib","7709","AKT serine/threonine kinase 3","2286",,"0","Human","Synthetic organic"
"rucaparib","7736","poly(ADP-ribose) polymerase 1","2771",,"0","Human","Synthetic organic"
"alectinib","7739","ALK receptor tyrosine kinase","1839",,"0","Human","Synthetic organic"
"brigatinib","7741","ALK receptor tyrosine kinase","1839",,"0","Human","Synthetic organic"
"florbetaben","7769",,"0","amyloid &beta;","4865","Human","Synthetic organic"
"momelotinib","7791","Janus kinase 1","2047",,"0","Human","Synthetic organic"
"momelotinib","7791","Janus kinase 2","2048",,"0","Human","Synthetic organic"
"baricitinib","7792","Janus kinase 1","2047",,"0","Human","Synthetic organic"
"baricitinib","7792","Janus kinase 2","2048",,"0","Human","Synthetic organic"
"pacritinib","7793","Janus kinase 2","2048",,"0","Human","Synthetic organic"
"duvelisib","7795","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta","2155",,"0","Human","Synthetic organic"
"duvelisib","7795","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma","2156",,"0","Human","Synthetic organic"
"gabexate","7863","tryptase alpha/beta 1","2424",,"0","Human","Synthetic organic"
"infigratinib","7877","fibroblast growth factor receptor 1","1808",,"0","Human","Synthetic organic"
"infigratinib","7877","fibroblast growth factor receptor 2","1809",,"0","Human","Synthetic organic"
"infigratinib","7877","fibroblast growth factor receptor 3","1810",,"0","Human","Synthetic organic"
"dapoxetine","7901","SERT","928",,"0","Human","Synthetic organic"
"capmatinib","7904","MET proto-oncogene, receptor tyrosine kinase","1815",,"0","Human","Synthetic organic"
"filgotinib","7913","Janus kinase 1","2047",,"0","Human","Synthetic organic"
"binimetinib","7921","mitogen-activated protein kinase kinase 1","2062",,"0","Human","Synthetic organic"
"binimetinib","7921","mitogen-activated protein kinase kinase 2","2063",,"0","Human","Synthetic organic"
"alpelisib","7955","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha","2153",,"0","Human","Synthetic organic"
"dinutuximab","7979",,"0","Ganglioside GD2","11342","Human","Antibody"
"durvalumab","7985",,"0","programmed cell death 1 ligand 1","9606","Human","Antibody"
"atezolizumab","7990",,"0","programmed cell death 1 ligand 1","9606","Human","Antibody"
"inebilizumab","7992","CD19","2764",,"0","Human","Antibody"
"sarilumab","7999","Interleukin-6 receptor, &alpha; subunit","1708",,"0","Human","Antibody"
"tralokinumab","8001",,"0","IL-13","4980","Human","Antibody"
"secukinumab","8078",,"0","IL-17A","4982","Human","Antibody"
"necitumumab","8090","epidermal growth factor receptor","1797",,"0","Human","Antibody"
"reslizumab","8091",,"0","IL-5","4997","Human","Antibody"
"romosozumab","8092",,"0","sclerostin","3704","Human","Antibody"
"tildrakizumab","8093",,"0","IL-23A","4989","Human","Antibody"
"flibanserin","8182","5-HT<sub>1A</sub> receptor","1",,"0","Human","Synthetic organic"
"flibanserin","8182","5-HT<sub>2A</sub> receptor","6",,"0","Human","Synthetic organic"
"sonidegib","8199","SMO","239",,"0","Human","Synthetic organic"
"glasdegib","8201","SMO","239",,"0","Human","Synthetic organic"
"sacituzumab govitecan","8253","tumor associated calcium signal transducer 2","2837",,"0","Human","Antibody"
"anifrolumab","8258","interferon &alpha;/&beta;  receptor 1","1723",,"0","Human","Antibody"
"inotuzumab ozogamicin","8266","CD22","2786",,"0","Human","Antibody"
"niraparib","8275","poly(ADP-ribose) polymerase 1","2771",,"0","Human","Synthetic organic"
"niraparib","8275","poly(ADP-ribose) polymerase 2","2772",,"0","Human","Synthetic organic"
"palovarotene","8276","Retinoic acid receptor-&gamma;","592",,"0","Human","Synthetic organic"
"safinamide","8291","Monoamine oxidase B","2490",,"0","Human","Synthetic organic"
"tepotinib","8293","MET proto-oncogene, receptor tyrosine kinase","1815",,"0","Human","Synthetic organic"
"idarucizumab","8298",,"0","dabigatran","6380","None","Antibody"
"abaloparatide","8299","PTH1 receptor","331",,"0","Human","Peptide"
"tucidinostat","8305","histone deacetylase 1","2658",,"0","Human","Synthetic organic"
"fadrozole","8311","CYP19A1","1362",,"0","Human","Synthetic organic"
"sotagliflozin","8312","Sodium/glucose cotransporter 1","915",,"0","Human","Synthetic organic"
"sotagliflozin","8312","Sodium/glucose cotransporter 2","916",,"0","Human","Synthetic organic"
"talazoparib","8313","poly(ADP-ribose) polymerase 1","2771",,"0","Human","Synthetic organic"
"talazoparib","8313","poly(ADP-ribose) polymerase 2","2772",,"0","Human","Synthetic organic"
"venetoclax","8318","BCL2 apoptosis regulator","2844",,"0","Human","Synthetic organic"
"aducanumab","8325",,"0","amyloid &beta;","4865","Human","Antibody"
"elotuzumab","8361","CS1 (CD319)","2850",,"0","Human","Antibody"
"elagolix","8362","GnRH<sub>1</sub> receptor","256",,"0","Human","Synthetic organic"
"ertugliflozin","8376","Sodium/glucose cotransporter 2","916",,"0","Human","Synthetic organic"
"polatuzumab vedotin","8404","CD79B","2852",,"0","Human","Antibody"
"pimavanserin","8423","5-HT<sub>2A</sub> receptor","6",,"0","Human","Synthetic organic"
"sparsentan","8448","AT<sub>1</sub> receptor","34",,"0","Human","Synthetic organic"
"sparsentan","8448","ET<sub>A</sub> receptor","219",,"0","Human","Synthetic organic"
"ixazomib","8450","proteasome 20S subunit beta 5","2406",,"0","Human","Synthetic organic"
"tremelimumab","8462","cytotoxic T-lymphocyte-associated protein 4 (CD152)","2743",,"0","Human","Antibody"
"mavorixafor","8580","CXCR4","71",,"0","Human","Synthetic organic"
"margetuximab","8686","erb-b2 receptor tyrosine kinase 2","2019",,"0","Human","Antibody"
"valbenazine","8694","Vesicular monoamine transporter 2","1012",,"0","Rat","Synthetic organic"
"deutetrabenazine","8707","Vesicular monoamine transporter 2","1012",,"0","Human","Synthetic organic"
"ozanimod","8709","S1P<sub>1</sub> receptor","275",,"0","Human","Synthetic organic"
"ozanimod","8709","S1P<sub>5</sub> receptor","279",,"0","Human","Synthetic organic"
"pexidartinib","8710","KIT proto-oncogene, receptor tyrosine kinase","1805",,"0","Human","Synthetic organic"
"pexidartinib","8710","colony stimulating factor 1 receptor","1806",,"0","Human","Synthetic organic"
"brolucizumab","8713",,"0","VEGFA","5085","Human","Antibody"
"evinacumab","8717",,"0","angiopoietin-like 3","8716","Human","Antibody"
"isatuximab","8719","CD38","2766",,"0","Human","Antibody"
"nemolizumab","8720","Interleukin-31 receptor, &alpha; subunit","1710",,"0","Human","Antibody"
"avelumab","8735",,"0","programmed cell death 1 ligand 1","9606","Human","Antibody"
"acalabrutinib","8912","Bruton tyrosine kinase","1948",,"0","Human","Synthetic organic"
"umbralisib","8916","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta","2155",,"0","Human","Synthetic organic"
"ublituximab","8920","CD20 (membrane-spanning 4-domains, subfamily A, member 1)","2628",,"0","Human","Antibody"
"risankizumab","8922",,"0","IL-23A","4989","Human","Antibody"
"pitolisant","8924","H<sub>3</sub> receptor","264",,"0","Human","Synthetic organic"
"tezepelumab","8933",,"0","thymic stromal lymphopoietin","5083","Human","Antibody"
"galcanezumab","8967",,"0","&alpha;-CGRP","681","Human","Antibody"
"opicapone","8988","Catechol-O-methyltransferase","2472",,"0","Human","Synthetic organic"
"mometasone","9029","Glucocorticoid receptor","625",,"0","Human","Synthetic organic"
"brivaracetam","9041","synaptic vesicle glycoprotein 2A","2634",,"0","Rat","Synthetic organic"
"apalutamide","9043","Androgen receptor","628",,"0","Human","Synthetic organic"
"difelikefalin","9044","&kappa; receptor","318",,"0","Human","Peptide"
"enoximone","9063","phosphodiesterase 3A","1298",,"0","Human","Synthetic organic"
"satralizumab","9093","Interleukin-6 receptor","2310",,"0","Human","Antibody"
"lanadelumab","9094","kallikrein B1","2379",,"0","Human","Antibody"
"caplacizumab","9123",,"0","von Willebrand factor","6755","Human","Antibody"
"naldemedine","9150","&mu; receptor","319",,"0","Human","Synthetic organic"
"olaratumab","9172","platelet derived growth factor receptor alpha","1803",,"0","Human","Antibody"
"fremanezumab","9208",,"0","&alpha;-CGRP","681","Human","Antibody"
"ivosidenib","9217","isocitrate dehydrogenase (NADP(+)) 1","2884",,"0","Human","Synthetic organic"
"upadacitinib","9246","Janus kinase 1","2047",,"0","Human","Synthetic organic"
"vamorolone","9247","Glucocorticoid receptor","625",,"0","Human","Synthetic organic"
"erenumab","9250","CGRP receptor","48",,"0","Human","Antibody"
"tirabrutinib","9265","Bruton tyrosine kinase","1948",,"0","Human","Synthetic organic"
"siponimod","9289","S1P<sub>1</sub> receptor","275",,"0","Human","Synthetic organic"
"siponimod","9289","S1P<sub>5</sub> receptor","279",,"0","Human","Synthetic organic"
"burosumab","9292",,"0","FGF-23","9291","Human","Antibody"
"emapalumab","9295",,"0","IFN-&gamma;","4968","Human","Antibody"
"lemborexant","9302","OX<sub>1</sub> receptor","321",,"0","Human","Synthetic organic"
"lemborexant","9302","OX<sub>2</sub> receptor","322",,"0","Human","Synthetic organic"
"ponesimod","9320","S1P<sub>1</sub> receptor","275",,"0","Human","Synthetic organic"
"ponesimod","9320","S1P<sub>5</sub> receptor","279",,"0","Human","Synthetic organic"
"etrasimod","9331","S1P<sub>1</sub> receptor","275",,"0","Human","Synthetic organic"
"ipragliflozin","9394","Sodium/glucose cotransporter 2","916",,"0","Human","Synthetic organic"
"tofogliflozin","9395","Sodium/glucose cotransporter 2","916",,"0","Human","Synthetic organic"
"bimekizumab","9411",,"0","IL-17A","4982","Human","Antibody"
"bimekizumab","9411",,"0","IL-17F","5873","Human","Antibody"
"itolizumab","9421","CD6","2917",,"0","Human","Antibody"
"leniolisib","9424","phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta","2155",,"0","Human","Synthetic organic"
"fruquintinib","9428","fms related receptor tyrosine kinase 1","1812",,"0","Human","Synthetic organic"
"fruquintinib","9428","kinase insert domain receptor","1813",,"0","Human","Synthetic organic"
"fruquintinib","9428","fms related receptor tyrosine kinase 4","1814",,"0","Human","Synthetic organic"
"relatlimab","9536","LAG3 (CD223)","2932",,"0","Human","Antibody"
"belumosudil","9558","Rho associated coiled-coil containing protein kinase 1","1503",,"0","Human","Synthetic organic"
"belumosudil","9558","Rho associated coiled-coil containing protein kinase 2","1504",,"0","Human","Synthetic organic"
"ritlecitinib","9559","Janus kinase 3","2049",,"0","Human","Synthetic organic"
"tislelizumab","9592","programmed cell death 1 (CD279)","2760",,"0","Human","Antibody"
"betrixaban","9602","coagulation factor X","2359",,"0","Human","Synthetic organic"
"delgocitinib","9619","Janus kinase 1","2047",,"0","Human","Synthetic organic"
"delgocitinib","9619","Janus kinase 2","2048",,"0","Human","Synthetic organic"
"tapinarof","9686","Aryl hydrocarbon receptor","2951",,"0","Human","Synthetic organic"
"semaglutide","9724","GLP-1 receptor","249",,"0","Human","Peptide"
"macimorelin","9745","ghrelin receptor","246",,"0","Human","Synthetic organic"
"sutimlimab","9807","complement C1s","2335",,"0","Human","Antibody"
"mirikizumab","9846",,"0","IL-23A","4989","Human","Antibody"
"teneligliptin","9906","dipeptidyl peptidase 4","1612",,"0","Human","Synthetic organic"
"tucatinib","9922","erb-b2 receptor tyrosine kinase 2","2019",,"0","Human","Synthetic organic"
"trifarotene","9962","Retinoic acid receptor-&gamma;","592",,"0","Human","Synthetic organic"
"lusutrombopag","10032","Thrombopoietin receptor","1722",,"0","Human","Synthetic organic"
"pralsetinib","10033","ret proto-oncogene","2185",,"0","Human","Synthetic organic"
"cemiplimab","10090","programmed cell death 1 (CD279)","2760",,"0","Human","Antibody"
"vibegron","10100","&beta;<sub>3</sub>-adrenoceptor","30",,"0","Human","Synthetic organic"
"mizolastine","10102","H<sub>1</sub> receptor","262",,"0","Human","Synthetic organic"
"rupatadine","10103","H<sub>1</sub> receptor","262",,"0","Human","Synthetic organic"
"ravulizumab","10168",,"0","complement C5","8712","Human","Antibody"
"ibalizumab","10208","CD4","2995",,"0","Human","Antibody"
"fezolinetant","10422","NK<sub>3</sub> receptor","362",,"0","Human","Synthetic organic"
"ripasudil","10423","Rho associated coiled-coil containing protein kinase 1","1503",,"0","Human","Synthetic organic"
"ripasudil","10423","Rho associated coiled-coil containing protein kinase 2","1504",,"0","Human","Synthetic organic"
"deucravacitinib","10432","tyrosine kinase 2","2269",,"0","Human","Synthetic organic"
"darolutamide","10439","Androgen receptor","628",,"0","Human","Synthetic organic"
"envafolimab","10492",,"0","programmed cell death 1 ligand 1","9606","Human","Antibody"
"amivantamab","10505","epidermal growth factor receptor","1797",,"0","Human","Antibody"
"amivantamab","10505","MET proto-oncogene, receptor tyrosine kinase","1815",,"0","Human","Antibody"
"teprotumumab","10612","Insulin-like growth factor I receptor","1801",,"0","Human","Antibody"
"eptinezumab","10694",,"0","&alpha;-CGRP","681","Human","Antibody"
"rimegepant","10704","CGRP receptor","48",,"0","Human","Synthetic organic"
"enfortumab vedotin","10738","nectin cell adhesion molecule 4","3112",,"0","Human","Antibody"
"tafasitamab","11131","CD19","2764",,"0","Human","Antibody"
"clascoterone","11215","Androgen receptor","628",,"0","Human","Synthetic organic"
"naxitamab","11341",,"0","Ganglioside GD2","11342","Human","Antibody"
"voclosporin","11388","peptidylprolyl isomerase A","2751",,"0","Human","Peptide"
"dotinurad","11389","Urate anion exchanger 1","1031",,"0","Human","Synthetic organic"
"faricimab","11420",,"0","VEGFA","5085","Human","Antibody"
"faricimab","11420",,"0","angiopoietin-2","5316","Human","Antibody"
"dostarlimab","11518","programmed cell death 1 (CD279)","2760",,"0","Human","Antibody"
"tisotumab vedotin","11719","coagulation factor III, tissue factor","3192",,"0","Human","Antibody"
"bexagliflozin","12335","Sodium/glucose cotransporter 2","916",,"0","Human","Synthetic organic"
"cadonilimab","12966","cytotoxic T-lymphocyte-associated protein 4 (CD152)","2743",,"0","Human","Antibody"
"cadonilimab","12966","programmed cell death 1 (CD279)","2760",,"0","Human","Antibody"
"sintilimab","12990","programmed cell death 1 (CD279)","2760",,"0","Human","Antibody"
"divozilimab","13087","CD20 (membrane-spanning 4-domains, subfamily A, member 1)","2628",,"0","Human","Antibody"
