"# GtoPdb Version: 2024.2 - published: 2024-06-26"
"Ligand id","Name","Species","Type","PubChem SID","PubChem CID","ChEMBl ID","Chebi ID","UniProt id","Ensembl ID","IUPAC name","INN","CAS","DrugBank ID","Drug Central ID"
"1911","ramatroban","","Synthetic organic","135650884","123879","CHEMBL361812","","","","3-[(3R)-3-[(4-fluorophenyl)sulfonylamino]-1,2,3,4-tetrahydrocarbazol-9-yl]propanoic acid","ramatroban","116649-85-5","","2354"
"1356","ramelteon","","Synthetic organic","135651228","208902","CHEMBL1218","CHEBI:321962","","","N-[2-[(8S)-2,6,7,8-tetrahydro-1H-cyclopenta[e][1]benzoxol-8-yl]ethyl]propanamide","ramelteon","196597-26-9","DB00980","2355"
"6339","ramipril","","Synthetic organic","178102957","5362129","CHEMBL1168","CHEBI:8774","","","(2S,3aS,6aS)-1-[(2S)-2-[[(2S)-1-ethoxy-1-oxo-4-phenylbutan-2-yl]amino]propanoyl]-3,3a,4,5,6,6a-hexahydro-2H-cyclopenta[d]pyrrole-2-carboxylic acid","ramipril","","DB00178","2356"
"6344","ramiprilat","","Synthetic organic","178102962","5464096","CHEMBL1201365","CHEBI:77363","","","(2S,3aS,6aS)-1-[(2S)-2-[[(2S)-1-hydroxy-1-oxo-4-phenylbutan-2-yl]amino]propanoyl]-3,3a,4,5,6,6a-hexahydro-2H-cyclopenta[d]pyrrole-2-carboxylic acid","ramiprilat","87269-97-4","",""
"2301","ramosetron","","Synthetic organic","135650885","108000","CHEMBL1643895","","","","(1-methylindol-3-yl)-[(5R)-4,5,6,7-tetrahydro-3H-benzimidazol-5-yl]methanone","ramosetron","132036-88-5","","2357"
"2146","R(-)amphetamine","","Synthetic organic","135650886","32893","CHEMBL19393","CHEBI:42724","","","(2R)-1-phenylpropan-2-amine","levamfetamine","","","1562"
"7390","ramucirumab","","Antibody","178103962","","","","","","","ramucirumab","","",""
"618","ranatensin","","Peptide","135652431","22146595","","","","","N-[1-[[1-[[1-[[2-[[1-[[1-[(1-amino-4-methylsulfanyl-1-oxobutan-2-yl)amino]-1-oxo-3-phenylpropan-2-yl]amino]-3-(3H-imidazol-4-yl)-1-oxopropan-2-yl]amino]-2-oxoethyl]amino]-3-methyl-1-oxobutan-2-yl]amino]-1-oxopropan-2-yl]amino]-3-(1H-indol-3-yl)-1-oxopropan-2-yl]-2-[[1-[3-methyl-2-[(5-oxopyrrolidine-2-carbonyl)amino]butanoyl]pyrrolidine-2-carbonyl]amino]pentanediamide","","","",""
"11007","ranbezolid","","Synthetic organic","405560448","496993","CHEMBL251384","","","","N-[[(5S)-3-[3-fluoro-4-[4-[(5-nitrofuran-2-yl)methyl]piperazin-1-yl]phenyl]-2-oxo-1,3-oxazolidin-5-yl]methyl]acetamide","","392659-38-0","",""
"11015","rancinamycin IA","","Natural product","405560456","71438887","","","","","(2-formyl-4,5,6-trihydroxycyclohex-2-en-1-yl) 2-methylpropanoate","","60925-59-9","",""
"6779","ranibizumab","","Antibody","178103385","","","","","","","ranibizumab","","",""
"10850","ranimycin","","Synthetic organic","405560291","76956772","","","","","[(1R,4S,5S,6R)-2-formyl-4,5,6-trihydroxycyclohex-2-en-1-yl] 3-methylbutanoate","ranimycin","11056-09-0","",""
"1234","ranitidine","","Synthetic organic","135650887","3001055","CHEMBL512","CHEBI:8776","","","N-[2-[[5-(dimethylaminomethyl)furan-2-yl]methylsulfanyl]ethyl]-N'-methyl-2-nitroethene-1,1-diamine","ranitidine","66357-35-5","DB00863",""
"5066","RANK ligand","Human","Peptide","178101759","","","","O14788","ENSG00000120659","","","","",""
"7291","ranolazine","","Synthetic organic","178103865","56959","CHEMBL1404","","","","N-(2,6-dimethylphenyl)-2-{4-[2-hydroxy-3-(2-methoxyphenoxy)propyl]piperazin-1-yl}ethanimidic acid","ranolazine","95635-55-5","DB00243","2359"
"9212","RapaLink-1","","Synthetic organic","315661288","121231411","","","","","","","","",""
"12135","(R)-AS-1","","Synthetic organic","472319257","155213164","","","","","(2R)-N-benzyl-2-(2,5-dioxopyrrolidin-1-yl)propanamide","","","",""
"6641","rasagiline","","Synthetic organic","178103254","3052776","CHEMBL887","","","","(1R)-N-prop-2-ynyl-2,3-dihydro-1H-inden-1-amine","rasagiline","136236-51-6","DB01367","3521"
"7467","rasburicase","","Peptide","187051770","","CHEMBL1201594","","","","","rasburicase","","DB00049",""
"10066","RasGRP activator 1","","Synthetic organic","375973254","25053598","CHEMBL519741","","","","[(4E)-2-(hydroxymethyl)-4-[(1-methylindol-3-yl)methylidene]-5-oxooxolan-2-yl]methyl 2-propylpentanoate","","","",""
"13235","(R)-asimilobine","","Natural product","491300017","160875","CHEMBL469423","CHEBI:70637","","","(6aR)-1-methoxy-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinolin-2-ol","","","",""
"136","rauwolscine","","Natural product","135652710","643606","CHEMBL10347","CHEBI:48562","","","methyl (1S,15S,18S,19S,20S)-18-hydroxy-1,3,11,12,14,15,16,17,18,19,20,21-dodecahydroyohimban-19-carboxylate","","131-03-3","",""
"9229","ravoxertinib","","Synthetic organic","315661304","71727581","CHEMBL3544964","","","","1-[(1S)-1-(4-chloro-3-fluorophenyl)-2-hydroxyethyl]-4-[2-[(2-methylpyrazol-3-yl)amino]pyrimidin-4-yl]pyridin-2-one","ravoxertinib","1453848-26-4","",""
"10168","ravulizumab","","Antibody","381118878","","","","","","","ravulizumab","","",""
"13344","raxibacumab","","Antibody","","","CHEMBL2108638","","","","","raxibacumab","565451-13-0","DB08902","4961"
"10851","razupenem","","Synthetic organic","405560292","10993211","CHEMBL1256722","","","","(4R,5S,6S)-6-[(1R)-1-hydroxyethyl]-4-methyl-3-[[4-[(5S)-5-methyl-2,5-dihydro-1H-pyrrol-3-yl]-1,3-thiazol-2-yl]sulfanyl]-7-oxo-1-azabicyclo[3.2.0]hept-2-ene-2-carboxylic acid","razupenem","426253-04-5","DB12587",""
"11336","razuprotafib","","Synthetic organic","440816705","46700782","CHEMBL3931971","","","","[4-[(2S)-2-[[(2S)-2-(methoxycarbonylamino)-3-phenylpropanoyl]amino]-2-(2-thiophen-2-yl-1,3-thiazol-4-yl)ethyl]phenyl]sulfamic acid","razuprotafib","1008510-37-9","",""
"11650","RB101","","Synthetic organic","442878676","21119879","","","","","benzyl (2S)-2-[[2-[[(2-amino-4-methylsulfanylbutyl)disulfanyl]methyl]-3-phenylpropanoyl]amino]-3-phenylpropanoate","","135949-60-9","",""
"11651","RB120","","Synthetic organic","442878677","54470354","CHEMBL3299158","","","","benzyl (2S)-2-[[(2S)-2-[[[(2S)-2-amino-4-methylsulfanylbutyl]disulfanyl]methyl]-3-phenylpropanoyl]amino]propanoate","","","",""
"11652","RB3007","","Synthetic organic","442878678","11072779","","","","","","","","",""
"900","RB-400","","Peptide","135652432","5311400","CHEMBL262197","","","","(3S)-4-[[(2S)-1-amino-1-oxo-3-phenylpropan-2-yl]amino]-3-[[(2S)-2-[[(2S)-2-[(3-hydroxy-3-oxopropanoyl)amino]-3-(1H-indol-3-yl)propanoyl]-methylamino]hexanoyl]amino]-4-oxobutanoic acid","","203563-92-2","",""
"981","RBI257","","Synthetic organic","135650888","5041","","","","","N-[1-[(4-iodophenyl)methyl]piperidin-4-yl]-N-methyl-3-propan-2-yloxypyridin-2-amine","","194038-94-3","",""
"8879","RBM2-1B","","Synthetic organic","252827536","60150550","CHEMBL2024680","","","","N-[(E,2R)-1-hydroxy-4-tridecylsulfanylbut-3-en-2-yl]octanamide","","","",""
"13124","RBN012759","","Synthetic organic","491299906","138696916","","","","","7-(cyclopropylmethoxy)-5-fluoro-2-[(4-hydroxycyclohexyl)sulfanylmethyl]-3H-quinazolin-4-one","","","",""
"2389","Rb<sup>+</sup>","","Inorganic","135652745","105153","","","","","","","","",""
"11439","RCI-0879","","Synthetic organic","440816808","155817517","","","","","6,7-dichloro-4-{2-[(2S)-4-[2-(morpholin-4-yl)ethanesulfonyl]-2-[(pyrrolidin-1-yl)methyl]piperazin-1-yl]-2-oxoethyl}-3,4-dihydro-2H-1,4-benzoxazin-3-one","","","",""
"11065","(R)-CR8","","Synthetic organic","405560506","10224714","CHEMBL518800","","","","(2R)-2-[[9-propan-2-yl-6-[(4-pyridin-2-ylphenyl)methylamino]purin-2-yl]amino]butan-1-ol","","294646-77-8","DB08463",""
"1739","reactive blue-2","","Synthetic organic","135650889","656725","CHEMBL1160031","","","","1-amino-4-[[4-[[4-chloro-6-[(3-sulfophenyl)amino]-1,3,5-triazin-2-yl]amino]-3-sulfophenyl]amino]-9,10-dioxoanthracene-2-sulfonic acid","","","",""
"871","rebamipide","","Synthetic organic","135650890","5042","CHEMBL1697771","","","","2-[(4-chlorobenzoyl)amino]-3-(2-oxo-1H-quinolin-4-yl)propanoic acid","rebamipide","90098-04-7","","2360"
"9173","rebastinib","","Synthetic organic","315661256","25066467","CHEMBL1738757","","","","4-[4-[(5-tert-butyl-2-quinolin-6-ylpyrazol-3-yl)carbamoylamino]-3-fluorophenoxy]-N-methylpyridine-2-carboxamide","rebastinib","1020172-07-9","",""
"4808","reboxetine","","Synthetic organic","178101510","65856","CHEMBL180101","CHEBI:114263","","","(2S)-2-[(S)-2-ethoxyphenoxy(phenyl)methyl]morpholine","reboxetine","71620-89-8","DB00234",""
"8459","Rec 15/2615","","Synthetic organic","252166669","9891980","CHEMBL430717","","","","1-[4-(4-amino-6,7-dimethoxyquinazolin-2-yl)piperazin-1-yl]-2-(2-methoxy-6-propan-2-ylphenoxy)ethanone","","","",""
"74","Rec 15/3079","","Synthetic organic","135650892","9847377","","","","","N-[2-[4-(2-methoxyphenyl)piperazin-1-yl]ethyl]-N-(2-nitrophenyl)cyclohexanecarboxamide","","","",""
"11620","recilisib","","Synthetic organic","442878654","9884220","CHEMBL2219421","","","","4-[(E)-2-[(4-chlorophenyl)methylsulfonyl]ethenyl]benzoic acid","recilisib","334969-03-8","",""
"6512","(R)-EF-1520","","Synthetic organic","178103126","53321930","CHEMBL1628533","","","","(4R)-4-{[4,4-bis(3-methylthiophen-2-yl)but-3-en-1-yl](methyl)amino}-4,5,6,7-tetrahydro-1,2-benzoxazol-3-ol","","","",""
"7942","refametinib","","Synthetic organic","249565625","44182295","","","","","N-[3,4-difluoro-2-(2-fluoro-4-iodoanilino)-6-methoxyphenyl]-1-[(2S)-2,3-dihydroxypropyl]cyclopropane-1-sulfonamide","refametinib","","",""
"5596","regadenoson","","Synthetic organic","178102231","219024","CHEMBL317052","","","","1-[6-amino-9-[(2R,3R,4S,5R)-3,4-dihydroxy-5-(hydroxymethyl)oxolan-2-yl]purin-2-yl]-N-methylpyrazole-4-carboxamide","regadenoson","313348-27-5","DB06213","2362"
"11332","regdanvimab","","Antibody","434321767","","","","","","","regdanvimab","","",""
"2670","reglitazar","","Synthetic organic","135650893","154000","CHEMBL293526","","","","4-[[4-[2-(5-methyl-2-phenyl-1,3-oxazol-4-yl)ethoxy]phenyl]methyl]-1,2-oxazolidine-3,5-dione","reglitazar","170861-63-9","",""
"5891","regorafenib","","Synthetic organic","178102514","11167602","CHEMBL1946170","CHEBI:68647","","","4-[4-[[4-chloro-3-(trifluoromethyl)phenyl]carbamoylamino]-3-fluorophenoxy]-N-methylpyridine-2-carboxamide","regorafenib","755037-03-7","DB08896","4654"
"1770","regrelor","","Synthetic organic","135650403","11273179","CHEMBL1162175","","","","[(2S,3aR,4R,6R,6aR)-6-[6-(ethylcarbamoylamino)purin-9-yl]-2-[(E)-2-phenylethenyl]-3a,4,6,6a-tetrahydrofuro[4,3-d][1,3]dioxol-4-yl]methyl dihydrogen phosphate","regrelor","787548-03-2","",""
"7862","relacatib","","Synthetic organic","223366192","6918602","CHEMBL203665","","","","N-[(2S)-4-methyl-1-[[(4S,7R)-7-methyl-3-oxo-1-pyridin-2-ylsulfonylazepan-4-yl]amino]-1-oxopentan-2-yl]-1-benzofuran-2-carboxamide","relacatib","362505-84-8","",""
"13328","RelA inhibitor A55","","Synthetic organic","","1403774","","","","","2-(3-carbamoyl-2-hydroxy-4-methyl-6-oxopyridin-1-yl)acetic acid","","","",""
"9536","relatlimab","","Antibody","336446922","","","","","","","relatlimab","","",""
"1994","relaxin","Rhesus macaque","Peptide","135652434","","","","","","","","","",""
"1989","relaxin","Human","Peptide","135651784","","","","","","","","","",""
"1993","relaxin","Rat","Peptide","135651880","","","","P01347","ENSRNOG00000060867","","","","",""
"1992","relaxin","Pig","Peptide","135652435","","","","","","","","","",""
"1988","relaxin-1","Human","Peptide","135651783","","","","","ENSG00000107018","","","","",""
"3744","relaxin-1 (A chain)","Human","Peptide","135651930","","","","P04808","ENSG00000107018","","","","",""
"3743","relaxin-1 (B chain)","Human","Peptide","135651931","","","","P04808","ENSG00000107018","","","","",""
"11923","relaxin-3","Rat","Peptide","461663478","","","","Q8BFS3","ENSRNOG00000005911","","","","",""
"1990","relaxin-3","Human","Peptide","135651785","","","","Q8WXF3","ENSG00000171136","","","","",""
"3748","relaxin-3 (A chain)","Human","Peptide","135651934","","","","Q8WXF3","ENSG00000171136","","","","",""
"1997","relaxin-3 (B chain)","Human","Peptide","135651786","","","","Q8WXF3","ENSG00000171136","","","","",""
"8337","relaxin-3 B chain dimer","","Peptide","252166549","","","","","","","","","",""
"3746","relaxin (A chain)","Human","Peptide","135651933","","","","P04090","ENSG00000107014","","","","",""
"4440","relaxin A chain","Rhesus macaque","Peptide","135652646","","","","P19884","","","","","",""
"4438","relaxin A chain","Pig","Peptide","135652649","","","","P01348","","","","","",""
"4436","relaxin A chain","Rat","Peptide","135651943","","","","P01347","ENSRNOG00000060867","","","","",""
"3745","relaxin (B chain)","Human","Peptide","135651932","","","","P04090","ENSG00000107014","","","","",""
"4437","relaxin B chain","Rat","Peptide","135651944","","","","P01347","ENSRNOG00000060867","","","","",""
"4441","relaxin B chain","Rhesus macaque","Peptide","135652647","","","","P19884","","","","","",""
"4439","relaxin B chain","Pig","Peptide","135652648","","","","","","","","","",""
"2200","relcovaptan","","Synthetic organic","135651080","60943","CHEMBL419667","","","","(2S)-1-[(2R,3S)-5-chloro-3-(2-chlorophenyl)-1-(3,4-dimethoxyphenyl)sulfonyl-3-hydroxy2H-indole-2-carbonyl]pyrrolidine-2-carboxamide","relcovaptan","150375-75-0","",""
"11801","reldesemtiv","","Synthetic organic","458923836","67454400","CHEMBL4297600","","","","1-[2-[[3-fluoro-1-(3-fluoropyridin-2-yl)cyclobutyl]methylamino]pyrimidin-5-yl]pyrrole-3-carboxamide","reldesemtiv","","DB15256",""
"10852","relebactam","","Synthetic organic","405560293","44129647","CHEMBL3112741","","","","[(2S,5R)-7-oxo-2-(piperidin-4-ylcarbamoyl)-1,6-diazabicyclo[3.2.1]octan-6-yl] hydrogen sulfate","relebactam","1174018-99-5","DB12377","5342"
"8427","relenopride","","Synthetic organic","252166637","45275554","","","","","[(1S)-3-[4-[[(4-amino-5-chloro-2-methoxybenzoyl)amino]methyl]piperidin-1-yl]-1-(4-fluorophenyl)propyl] carbamate","relenopride","1221416-43-8","",""
"5586","relugolix","","Synthetic organic","178102221","10348973","CHEMBL1800159","","","","1-[4-[1-[(2,6-difluorophenyl)methyl]-5-(dimethylaminomethyl)-3-(6-methoxypyridazin-3-yl)-2,4-dioxothieno[4,5-e]pyrimidin-6-yl]phenyl]-3-methoxyurea","relugolix","737789-87-6","","5432"
"12643","relutrigine","","Synthetic organic","483123191","147075611","","","","","3-[ethoxy(difluoro)methyl]-6-[5-fluoro-6-(2,2,2-trifluoroethoxy)pyridin-3-yl]-[1,2,4]triazolo[4,3-a]pyrazine","relugolix","","",""
"10715","remdesivir","","Synthetic organic","404859162","121304016","CHEMBL4065616","","","","2-ethylbutyl (2S)-2-[[[(2R,3S,4R,5R)-5-(4-aminopyrrolo[2,1-f][1,2,4]triazin-7-yl)-5-cyano-3,4-dihydroxyoxolan-2-yl]methoxy-phenoxyphosphoryl]amino]propanoate","remdesivir","1809249-37-3","","5376"
"11899","remdesivir triphosphate","","Synthetic organic","461663454","56832906","CHEMBL2016761","","","","[[(2R,3S,4R,5R)-5-(4-aminopyrrolo[2,1-f][1,2,4]triazin-7-yl)-5-cyano-3,4-dihydroxyoxolan-2-yl]methoxy-hydroxyphosphoryl] phosphono hydrogen phosphate","","","",""
"10457","remibrutinib","","Synthetic organic","385612217","118107483","","","","","N-[3-[6-amino-5-[2-[methyl(prop-2-enoyl)amino]ethoxy]pyrimidin-4-yl]-5-fluoro-2-methylphenyl]-4-cyclopropyl-2-fluorobenzamide","remibrutinib","1787294-07-8","",""
"7292","remifentanil","","Synthetic organic","178103866","60815","CHEMBL1005","","","","methyl 1-(3-methoxy-3-oxopropyl)-4-(N-phenylpropanamido)piperidine-4-carboxylate","remifentanil","132875-61-7","DB00899","2363"
"8442","remimazolam","","Synthetic organic","252166652","9824461","","","","","methyl 3-[(4S)-8-bromo-2-methyl-6-pyridin-2-yl-4H-imidazo[1,2-a][1,4]benzodiazepin-4-yl]propanoate","remimazolam","308242-62-8","",""
"8102","remodelin","","Synthetic organic","249565782","44442376","CHEMBL399572","","","","4-[2-(2-cyclopentylidenehydrazinyl)-1,3-thiazol-4-yl]benzonitrile","","","",""
"4588","remogliflozin","","Synthetic organic","178101309","136059718","CHEMBL494322","","","","2-(4-propan-2-yloxyphenyl)-1-[5-propan-2-yl-3-[(2S,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)oxan-2-yl]oxy-1H-pyrazol-4-yl]ethanone","","329045-45-6","",""
"9597","remtolumab","","Antibody","340590227","","","","","","","remtolumab","","",""
"244","renzapride","","Synthetic organic","135650894","3086547","","","","","4-amino-N-[(5S,6S)-1-azabicyclo[3.3.1]nonan-6-yl]-5-chloro-2-methoxybenzamide","renzapride","112727-80-7","",""
"6841","repaglinide","","Synthetic organic","178103447","65981","CHEMBL1272","","","","2-ethoxy-4-[2-[[(1S)-3-methyl-1-(2-piperidin-1-ylphenyl)butyl]amino]-2-oxoethyl]benzoic acid","repaglinide","135062-02-1","DB00912","2366"
"8498","reparixin","","Synthetic organic","252166706","9838712","CHEMBL191413","","","","(2R)-2-[4-(2-methylpropyl)phenyl]-N-methylsulfonylpropanamide","reparixin","266359-83-5","",""
"95","repinotan","","Synthetic organic","135650895","198757","CHEMBL1614652","","","","2-[4-[[(2R)-chroman-2-yl]methylamino]butyl]-1,1-dioxo-1,2-benzothiazol-3-one","repinotan","144980-29-0","",""
"10316","repotrectinib","","Synthetic organic","381744997","135565923","","","","","(3R,11S)-6-fluoro-3,11-dimethyl-10-oxa-2,13,17,18,21-pentazatetracyclo[13.5.2.04,9.018,22]docosa-1(21),4(9),5,7,15(22),16,19-heptaen-14-one","repotrectinib","1802220-02-5","",""
"10613","reproxalap","","Synthetic organic","404859060","16088030","","","","","2-(3-amino-6-chloroquinolin-2-yl)propan-2-ol","reproxalap","916056-79-6","",""
"3911","RES7011","","Peptide","178100744","","","","","","","","151308-34-8","",""
"9036","resatorvid","","Synthetic organic","315661121","11703255","CHEMBL225157","","","","ethyl (6R)-6-[(2-chloro-4-fluorophenyl)sulfamoyl]cyclohexene-1-carboxylate","resatorvid","","",""
"7098","rescinnamine","","Natural product","178103676","5280954","CHEMBL1668","CHEBI:28572","","","methyl (1R,15S,17R,18R,19S,20S)-6,18-dimethoxy-17-[(E)-3-(3,4,5-trimethoxyphenyl)prop-2-enoyl]oxy-1,3,11,12,14,15,16,17,18,19,20,21-dodecahydroyohimban-19-carboxylate","rescinnamine","24815-24-5","DB01180","2369"
"12381","resencatinib","","Synthetic organic","479821172","155296110","","","","","6-[(2R)-2-hydroxy-2-methylbut-3-ynoxy]-4-[6-[6-[(6-methoxypyridin-3-yl)methyl]-3,6-diazabicyclo[3.1.1]heptan-3-yl]pyridin-3-yl]pyrazolo[1,5-a]pyridine-3-carbonitrile","resencatinib","2546117-79-5","",""
"4823","reserpine","","Synthetic organic","178101525","5770","CHEMBL772","","","","methyl (1R,15S,17R,18R,19S,20S)-6,18-dimethoxy-17-(3,4,5-trimethoxybenzoyloxy)-3,13-diazapentacyclo[11.8.0.0^{2,10}.0^{4,9}.0^{15,20}]henicosa-2(10),4,6,8-tetraene-19-carboxylate","reserpine","50-55-5","DB00206","2370"
"12874","resigratinib","","Synthetic organic","485205995","162381323","","","","","3-[2-(1-cyclopropyl-4,6-difluorobenzimidazol-5-yl)ethynyl]-1-[(3S,5R)-5-(methoxymethyl)-1-prop-2-enoylpyrrolidin-3-yl]-5-(methylamino)pyrazole-4-carboxamide","","2750709-91-0","",""
"2491","resiniferatoxin","","Natural product","53801085","5702546","CHEMBL17976","","","","","","57444-62-9","",""
"5051","resiquimod","","Synthetic organic","178101746","159603","CHEMBL383322","CHEBI:36706","","","1-[4-amino-2-(ethoxymethyl)-1H-imidazo[4,5-c]quinolin-1-yl]-2-methylpropan-2-ol","resiquimod","144875-48-9","",""
"8091","reslizumab","","Antibody","249565771","","","","","","","reslizumab","","",""
"12026","resmetirom","","Synthetic organic","464244167","15981237","CHEMBL3261331","","","","2-[3,5-dichloro-4-[(6-oxo-5-propan-2-yl-1H-pyridazin-3-yl)oxy]phenyl]-3,5-dioxo-1,2,4-triazine-6-carbonitrile","resmetirom","920509-32-6","DB12914",""
"7502","resminostat","","Synthetic organic","187051804","11609955","","","","","(E)-3-[1-[4-(dimethylaminomethyl)phenyl]sulfonylpyrrol-3-yl]-N-hydroxyprop-2-enamide","resminostat","864814-88-0","",""
"8736","resokine","","Peptide","252827394","","","","","","","","","",""
"3934","resolvin D1","","Metabolite","178100762","73755062","","","","","(4Z,7S,8S,9E,11E,13Z,15E,17S,19Z)-7,8,17-trihydroxydocosa-4,9,11,13,15,19-hexaenoic acid","","872993-05-0","",""
"5417","resolvin D2","","Metabolite","178102070","16061136","","","","","(4Z,7R,8E,10Z,12E,14E,17S,19Z)-7,16,17-trihydroxydocosa-4,8,10,12,14,19-hexaenoic acid","","578008-41-0","",""
"3333","resolvin E1","","Metabolite","178100364","10473088","CHEMBL1742483","","","","(5S,6Z,8E,10E,12R,14Z,16E,18R)-5,12,18-trihydroxyicosa-6,8,10,14,16-pentaenoic acid","","552830-51-0","",""
"8741","resveratrol","","Natural product","252827399","445154","CHEMBL165","","","","5-[(E)-2-(4-hydroxyphenyl)ethenyl]benzene-1,3-diol","","","DB02709",""
"11035","retapamulin","","Synthetic organic","405560476","6918462","CHEMBL1658","","","","","retapamulin","224452-66-8","DB01256",""
"9827","retaspimycin hydrochloride","","Synthetic organic","354702298","11685945","","","","","[(3R,5S,6R,7S,8E,10S,11S,12Z,14E)-6,20,22-trihydroxy-5,11-dimethoxy-3,7,9,15-tetramethyl-16-oxo-21-(prop-2-enylamino)-17-azabicyclo[16.3.1]docosa-1(22),8,12,14,18,20-hexaen-10-yl] carbamate;hydrochloride","","","",""
"11583","retifanlimab","","Antibody","442878617","","","","","","","retifanlimab","","",""
"2601","retigabine","","Synthetic organic","135650896","121892","CHEMBL41355","CHEBI:161945","","","ethyl N-[2-amino-4-[(4-fluorophenyl)methylamino]phenyl]carbamate","retigabine","150812-12-7","DB04953","4181"
"11479","retigabine derivative 10g","","Synthetic organic","440816847","155567226","CHEMBL4588394","","","","tert-butyl N-[2-(ethoxycarbonylamino)-5-[(4-fluorophenyl)methyl-prop-2-ynylamino]phenyl]carbamate","","","",""
"5253","retinoblastoma-associated protein","Human","Peptide","178101937","","","","P06400","ENSG00000139687","","","","",""
"4053","retinol","","Metabolite","178100877","445354","CHEMBL986","CHEBI:17336","","","(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethyl-1-cyclohexenyl)nona-2,4,6,8-tetraen-1-ol","retinol","68-26-8","DB00162","2831"
"8403","retosiban","","Synthetic organic","252166613","11340891","CHEMBL429736","","","","(3R,6R)-6-[(2S)-butan-2-yl]-3-(2,3-dihydro-1H-inden-2-yl)-1-[(1R)-1-(2-methyl-1,3-oxazol-4-yl)-2-morpholin-4-yl-2-oxoethyl]piperazine-2,5-dione","retosiban","820957-38-8","",""
"9865","revamilast","","Synthetic organic","363894159","11546664","","","","","N-(3,5-dichloro-1-hydroxypyridin-4-ylidene)-6-(difluoromethoxy)-[1]benzoxolo[3,2-c]pyridine-9-carboxamide","revamilast","893555-90-3","DB11838",""
"12007","revaprazan","","Synthetic organic","464244148","204104","CHEMBL1618279","","","","","revaprazan","199463-33-7","",""
"10129","revefenacin","","Synthetic organic","381118839","11753673","CHEMBL3833319","","","","[1-[2-[[4-[(4-carbamoylpiperidin-1-yl)methyl]benzoyl]-methylamino]ethyl]piperidin-4-yl] N-(2-phenylphenyl)carbamate","revefenacin","864750-70-9","DB11855","5303"
"11882","revumenib","","Synthetic organic","461663438","132212657","CHEMBL4650827","","","","","revumenib","2169919-21-3","",""
"10628","rezivertinib","","Synthetic organic","404859075","118912975","","","","","","rezivertinib","","",""
"12798","rezvilutamide","","Synthetic organic","483123346","89995232","CHEMBL4650276","","","","4-[3-[4-[(2S)-2,3-dihydroxypropoxy]phenyl]-4,4-dimethyl-5-oxo-2-sulfanylideneimidazolidin-1-yl]-2-(trifluoromethyl)benzonitrile","rezvilutamide","1572045-62-5","",""
"1486","RF9","","Peptide","135652436","53320361","CHEMBL1672380","","","","","","876310-60-0","",""
"5340","RFRP-1","Human","Peptide","178102004","","","","Q9HCQ7","ENSG00000105954","","","","",""
"5373","RFRP-2","Human","Peptide","178102032","102162394","","","Q9HCQ7","ENSG00000105954","","","","",""
"4016","RFRP-3","Human","Peptide","178100842","","","","Q9HCQ7","ENSG00000105954","","","","",""
"10361","RG-1530","","Synthetic organic","384403641","135398512","CHEMBL1980391","","","","5-(2-chlorophenyl)-7-fluoro-8-methoxy-3-methyl-2,10-dihydropyrazolo[3,4-b][1,4]benzodiazepine","","","",""
"9599","RG7112","","Synthetic organic","340590229","57406853","CHEMBL2386346","","","","[(4S,5R)-2-(4-tert-butyl-2-ethoxyphenyl)-4,5-bis(4-chlorophenyl)-4,5-dimethylimidazol-1-yl]-[4-(3-methylsulfonylpropyl)piperazin-1-yl]methanone","","","",""
"7744","RGB-286638","","Synthetic organic","223366077","11285002","","","","","1-[3-[4-[[4-(2-methoxyethyl)piperazin-1-yl]methyl]phenyl]-4-oxo-1H-indeno[2,1-d]pyrazol-5-yl]-3-morpholin-4-ylurea","","784210-88-4","",""
"7501","RGFP109","","Synthetic organic","187051803","56654642","","","","","N-(2-aminophenyl)-6-[(4-methylphenyl)formamido]hexanamide","","1215493-56-3","",""
"7500","RGFP966","","Synthetic organic","187051802","56650312","","","","","(2E)-N-(2-amino-4-fluorophenyl)-3-{1-[(2E)-3-phenylprop-2-en-1-yl]-1H-pyrazol-4-yl}prop-2-enamide","","","",""
"9472","RgIA4","","Peptide","329968412","","","","","","","","","",""
"8033","RGS4 inhibitor 11b","","Synthetic organic","249565713","6539137","CHEMBL24773","","","","4-butyl-2-ethyl-1,2,4-thiadiazolidine-3,5-dione","","410074-60-1","",""
"5255","RHC80267","","Synthetic organic","178101939","5063","CHEMBL158897","","","","cyclohexylideneamino N-[6-({[(cyclohexylideneamino)oxy]carbonyl}amino)hexyl]carbamate","","83654-05-1","",""
"6663","&rho;-Da1a","","Peptide","178103275","","","","P85092","","","","","",""
"4607","rhodamine123","","Synthetic organic","178101327","4541001","","","","","[6-amino-9-(2-methoxycarbonylphenyl)xanthen-3-ylidene]azanium","","104114-27-4","",""
"6165","Rhodei-litorin","","Peptide","178102786","57340152","","","P08946","","","","96563-00-7","",""
"5174","Rho GDP dissociation inhibitor beta","Human","Peptide","178101864","","","","P52566","ENSG00000111348","","","","",""
"6032","Rho kinase inhibitor III","","Synthetic organic","178102654","644354","CHEMBL380071","","","","3-(pyridin-4-yl)-1H-indole","","7272-84-6","",""
